"","","par1","par2","par3"
"cv",44.3679705447034,-0.474064381897705,-1.94357173576777,-3.47377892467489
"cv",51.1352784830039,-0.50555513682528,-1.84579950591174,-3.63573030356123
"cv",9.86351806539399,-0.475172524715444,-2.02549329887067,-3.32168931466746
