"","","par1","par2","par3","par4","par5","par6"
"cv",84.6671639707697,0.410250425726286,-23.0927002397195,-2.73354033084252,90.0496940031508,6.64650363342338,5.81403383985162
"cv",88.6667680834,0.418487827623271,-42.7706649558386,-2.75354681362564,83.2264543549911,4.44733007848264,5.73078112991229
"cv",104.65145739423,0.392928945327574,-31.6203942432169,-2.78412031959169,91.8416664270252,2.68135791620911,7.87764217238873
"cv",70.8234387885415,0.431199939161204,-33.9953618323193,-2.74505831887581,87.6689730512634,4.55389460395396,0.685210219423724
"cv",32.8568286979201,0.463320633818557,-29.467944142118,-2.75134659682276,102.889264473564,4.97739824110863,4.51275710241144
"cv",89.7845812588902,0.533897384432705,-13.9853289979914,-2.8259308379143,983.58245580232,-845.96689628642,2.02676868066192
"cv",55.1144246565642,0.704640842176998,-31.7895810359491,-2.87994001871107,246.057401194286,-17.3992600753739,-0.459341039677998
