"","","par1","par2","par3","par4","par5","par6"
"cv",84.9122538487797,2.84688823768695,-45.5237645062321,-6.07266746987084,272.731937498369,21.6295477482776,-6.83242452843338
"cv",105.877869146313,1.91373461659987,-22.4745232253136,-4.50555059354667,235.758019331478,18.957449042504,-9.95408792822091
"cv",79.4218675649391,2.99870068171302,-42.7535244506926,-6.36465698958587,252.727950457484,25.2845164298769,-9.86875717993826
"cv",111.483933298143,1.40461115635275,-13.7598528141714,-3.68863454751075,884.141855980683,-33.4112935297557,1.47023603238092
"cv",97.3988860592946,2.24599494423722,-39.3361739336071,-5.20517120009254,256.630934567261,10.8017043119248,-1.02619949262589
"cv",89.7834825292771,1.78896467409835,-28.5838277664738,-4.22373734146156,240.539138314756,22.1785687768545,-0.124908692656206
"cv",91.8451510437776,1.18552635766673,-38.5694714983794,-3.37438514912682,225.07465108223,19.5606869426512,-9.02938614133745
