"","","par1","par2","par3"
"cv",34.5651605675713,-1.21107833974068,-2.29590914347999,-8.43983895350583
"cv",60.7866312968762,-0.57783633840288,-2.46675813702365,-5.51949916900872
"cv",32.6443537665729,-1.27071040585998,-2.30165846242523,-7.9508904878779
"cv",23.0534343831765,-1.18541124065253,-2.29756067952761,-8.06328948157505
"cv",24.2797693275557,-1.15338007646971,-2.30595069679648,-7.62423576415704
