542.93495520481,611.545701613327,597.907000701166,534.003785589143
777.271306030152,629.799142888565,779.818944504224,627.617347540322
695.441101454909,654.848196427649,735.892420530452,697.606150174062
502.077733021085,514.70446023956,483.26145834685,461.555132844187
753.008542737989,649.724498518271,717.043243937977,666.550162121811
575.631702473071,611.145776882636,628.960222769754,590.626758089113
623.766046630221,603.303811655235,531.887559170664,525.194100322888
679.698033489432,603.150565047178,701.668837120099,612.624048270704
593.066674636179,609.148236809817,596.964615924344,606.644768556583
480.606961907493,446.41769607728,495.447044571084,455.874917219666
725.061419463767,638.067908404425,702.374105027846,631.947600437825
721.201418852436,639.749067961999,689.208476152956,651.207725779564
595.128795016116,573.053738871923,603.124984239285,636.858837682883
641.900829710951,576.467820725334,651.617820202533,553.026195511302
617.521573302582,571.333771577331,639.953440712252,588.476589567481
