"","","par1","par2","par3"
"cv",117.011703872632,-0.672173681152292,-0.360663031019921,-4.35304292275044
"cv",116.208342717987,-0.476746242114168,-0.709442164241881,-3.77805796065319
"cv",61.4417441974393,-0.524332696338652,-0.702326264065972,-3.83835384504024
