"","","par1","par2","par3"
"cv",90.068864759283,-0.423389394407836,-0.627296362906762,-3.51981363393207
"cv",88.2237754735461,-1.08180128285627,1.27721117071615,-6.05573202017695
"cv",69.4174433635319,-0.399420851284122,-0.659706800585053,-3.47273461393811
