336.664181105204,346.44592564144,336.429689428687,343.248591808177
624.946265473048,589.604244535561,619.331219250722,550.140437943501
373.121565425922,385.718928256931,378.426346033606,370.581743033276
458.28592822016,553.060885371558,567.161886753628,523.247182590126
486.793837197107,529.173832361656,494.169780358995,540.65418306763
483.600709630601,508.598282600805,514.921457667338,512.705001254894
663.087381663577,581.862377976298,683.400561425347,601.928115190663
537.678661785266,463.906011222043,541.8430635613,474.118479237108
538.446722073492,514.098704340944,496.288753844488,492.505333816215
650.14883310453,660.141552104859,679.539243971115,600.722369679454
691.661280422302,607.147194039375,727.445717776554,628.385869320709
401.251286414593,363.342057826931,358.762181228984,371.261857807137
458.983922111978,361.991380101514,400.27653758683,358.325825550121
493.14795992722,478.314682738723,542.879008264319,444.391738041695
559.18285539376,534.467730411666,560.181605636039,680.03393252808
626.994595886779,685.884230822227,654.552766253367,608.484149277859
386.409142050934,335.438934055025,377.353282917072,330.762267875081
715.507163458805,615.587056633039,709.755890231933,622.175875377949
454.142749290094,455.114897636236,465.628408987825,471.352094654548
418.323130819175,318.112857464631,354.614738146687,342.716970940072
642.871168089765,637.561471548242,636.449885195016,642.312757211575
594.565493696322,560.759428702944,580.878180123266,568.066211560973
698.887250944926,557.881026503432,673.633789070231,553.134172009773
553.263941457723,558.226942545637,531.97612881906,540.608835795139
566.231256025577,481.316582491262,486.083805798865,466.859599108524
545.556534436467,510.2451858611,546.860689921637,513.22857485433
713.810728875965,614.882551773571,757.776351214446,614.93611147566
689.28410492245,573.890406711301,727.911943458287,661.882484780057
535.522377208345,581.721181098372,549.885640879147,533.179813834
759.360142763273,623.828853646156,742.571389372864,647.073718188642
613.882049096498,616.595053958475,590.58796324812,626.154924057021
511.829554774155,469.929668396728,491.106260187897,489.803873195963
711.388724630203,687.713015238457,749.243264562347,712.758301866915
588.08626461456,538.928755206435,599.784967647991,543.749919695967
734.257036632061,648.098421288352,721.811203882868,646.519247404874
