"","","par1","par2","par3","par4","par5"
"cv",52.3405224233748,0.041666501075548,-1.22656269388895,-3.25173813913293,-535.154527454832,6.95424365590599
"cv",50.0457824632196,0.0125628350352313,-1.30432466728404,-3.1670632027545,-804.130327887833,1.90929579566209
"cv",80.7322201669905,0.00908431096640413,-1.2607588735272,-3.23675287905163,-533.148709306979,6.87899364664953
"cv",26.1196254711219,0.0472240274902301,-1.24525599392856,-3.18674181205389,-832.589965574537,9.48132097098987
"cv",68.5134201876317,0.107124658916445,-1.3899501378111,-3.20144760580147,-696.380741534707,8.05215555243194
"cv",127.912332901494,0.0171321470559905,-1.24555913875756,-3.46038987452226,10.6512034161327,-2.89710937279183
"cv",117.014331898488,0.0258791782427116,-1.31077275049838,-3.30553315730842,-936.634203295897,5.52673969127683
