"","","par1","par2","par3","par4"
"cv",117.053091284577,1.12039505433313,4.53497860834889,0.0155344683714873,194.416189666765
"cv",116.990457154985,2.15897356981336,5.79704107533942,-7.73329745241163,129.544913251946
"cv",119.112237453215,1.7242367023518,5.10468701417749,0.597670341519812,168.244771614005
"cv",117.95974866117,0.254388446232744,3.95205328862364,-0.789259902081707,264.640482488092
"cv",117.105049378016,2.17935112364455,5.82970658906996,-9.8783075148241,125.753856260006
"cv",133.025774717866,1.26683839148269,4.72235099248303,-0.0198464869683033,159.062136702051
"cv",119.416895425044,0.0458200735665237,3.8810699340471,-0.356250167846635,295.206877697836
