"","","par1","par2","par3","par4"
"cv",0.029982014387056,-7.87731761554761,-35.3176695744531,-9.99999999543346,-96.6356988088977
"cv",11.5417081987818,-2.86745225782079,-49.1928668832928,-9.99999998324693,-208.573013717542
"cv",0.029982014387056,-9.00662180220107,-45.7065426667186,-9.99999999038678,-133.043106446053
"cv",0.029982014387056,-4.10845175756016,-48.0267264508046,-9.99999999454928,-191.038793155014
"cv",66.4386265327199,-7.0368072980511,-43.0856642887744,-9.99999999914284,-459.181338626965
"cv",66.4386265143805,-6.841467767554,-38.8989403658815,-9.99999999950112,-644.060833983926
"cv",0.029982014387056,-6.83260274569123,-40.1926338129291,-9.99999999989667,-820.681582250758
