"","","par1","par2","par3","par4"
"cv",66.4388060053474,-4.7832997460406,-21.9421909131875,-9.99999944963071,961.076296308253
"cv",66.438782194162,-1.98507558466557,-21.9580976206161,-9.99999986777034,820.160738915028
"cv",69.7303333144034,-2.63679317074898,-49.544904228619,-9.99999999976386,-483.872358039966
"cv",0.029982014387056,-5.60415943618864,-21.6478693483253,-9.99999980765311,788.362651753576
"cv",66.4388007494499,-3.4887315861535,-21.9091631869694,-9.99999965151823,823.679745258746
"cv",0.029982014387056,-3.04767754861798,-21.9404651600328,-9.99999977761608,924.765205913424
"cv",0.029982014387056,-6.85958564675511,-21.8427852282157,-9.99999986682554,792.953641280468
