"","","par1","par2","par3"
"cv",0.029982014387056,-4.36696117234969,-33.5130307288694,-9.99999999954508
"cv",0.029982014387056,-5.37624865150974,-44.499880960975,-9.99999999994643
"cv",73.3730558949766,-5.41703542170058,-48.2068362140243,-9.99999999992573
"cv",0.029982014387056,-5.92267806765313,-49.9921532278538,-9.99999999998452
"cv",66.4386264895677,-4.32781425676054,-49.5256613614245,-9.99999999998557
"cv",0.029982014387056,-2.95440657483788,-45.92934449175,-9.99999999976088
"cv",69.6698299573824,-3.29752641716,-48.4689400362677,-9.99999999999217
