"","","par1","par2","par3","par4","par5"
"cv",91.7847461866208,1.26289679994768,-13.4818278736837,-2.88531062606848,91.398220122979,-5.86261697146401
"cv",102.375554330502,-1.03838154999167,1.8670559162274,-6.74659736884656,-13.3953708936142,-7.35216481611133
"cv",84.7767138062277,4.87073016687557,-40.0040796587937,-9.65393237227,191.706300513085,-9.96740440838039
"cv",40.9674895653383,-1.16899934345644,1.49903839919716,-7.45614444371313,-363.936828520021,-2.51363154686095
"cv",87.9092372497444,5.05445586906464,-34.1448965526505,-9.99437266400142,760.273036995119,-5.36042502615601
"cv",90.8859848416794,4.5700311375293,-46.3445993901545,-9.12859649700931,42.5697333417991,-6.21835613826764
"cv",103.676937911354,4.56112300026178,-18.0624684784561,-9.10103906628931,46.5703049868133,-5.72464571889037
