"","","par1","par2","par3"
"cv",0.029982014387056,-2.71600374409194,-40.4574671932912,-9.99999999991608
"cv",0.029982014387056,-5.20324078722699,-46.5242447588798,-9.999999999838
"cv",66.4386264888974,-3.12892840371116,-46.7303562407304,-9.99999999999866
"cv",0.029982014387056,-6.39015903631488,-49.6702981519529,-9.99999999999489
"cv",66.4386264893062,-3.94231601190988,-46.9320892810083,-9.99999999999068
"cv",66.4386264895022,-8.99290661579345,-48.1074161631532,-9.99999999998685
"cv",0.029982014387056,-4.51059791100771,-46.258197757398,-9.999999999997
