"","","par1","par2","par3"
"cv",133.030464405682,3.6916482017071,9.55843814390516,-7.6314179177281
"cv",120.062389532507,-1.91615486188553,-49.9816952495323,-0.102003117770928
"cv",120.27697373625,-1.7993261544651,-40.3592829599108,-0.281802628315935
"cv",120.177980627581,-1.88873310563969,-47.5041966822718,-0.199563649398613
"cv",120.155811302031,-1.73636549417844,-35.9966756558264,-0.180295392202442
"cv",119.893147681965,-1.63014846275746,-29.8588448090348,0.107359764648487
"cv",119.925210434725,-1.75340686936102,-35.2953913827147,0.00743217977191802
