"","","par1","par2","par3","par4","par5","par6"
"cv",58.2085270475852,1.30361168848156,-38.5405426373957,-5.68421556120047,243.607071475454,11.2210304784052,3.03336361919145
"cv",79.1751997051263,0.648761991500835,-16.0669880241318,-3.71661632978371,273.127290499618,8.70693581213936,5.85478167224625
"cv",21.8782481245584,0.616346291150329,-28.2392124318231,-3.27821115444603,222.583564387082,10.1493060866813,-8.03118465119786
"cv",99.4784737666061,0.451920226018154,-20.5959822144255,-3.07801147412948,218.02529492792,23.6845906884553,-2.91181479936615
"cv",61.5613426108264,0.346735438760759,-35.5260191506216,-3.0354816055969,226.025075332652,18.1811300232379,-5.14165141458358
"cv",42.3928527543202,0.558401676975586,-4.64303107902733,-3.24004951856205,208.270150284307,13.6143411202069,-5.09870869973228
"cv",110.14347459298,0.393964983696152,-2.61792648243644,-3.67463923909045,190.049473426757,18.1942545725948,-0.930309351533651
