"","","par1","par2","par3"
"cv",89.2872688869389,0.498828840238741,-3.35500605917106,-2.21269639275206
"cv",101.543868006133,0.447747271014466,-3.25496308140815,-2.22887401537622
"cv",92.9158739452145,0.461802897417781,-3.1799740186784,-2.25259769971394
"cv",113.532721642706,0.489299464029749,-3.53324747327551,-2.3477284937871
"cv",93.3993362464111,0.410360538178232,-2.90428829935812,-2.29776375153791
"cv",135.403478596968,-0.58579892955829,-0.569184548705672,-4.14427911744047
"cv",95.1188715280641,0.490893376886052,-4.667274276977,-2.1809387521206
