"UID","participant","input_model","fitted_model","nLL","lambda","beta","tau","recency","surprise_plus","full_r","full_s","asymmetry","id","age_bin","education"
"10",6,"NoMemory","recency",56.6405502513777,-1.18488001948159,-0.189536101300863,-7.77945757934358,9.02503944623687,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","recency",69.4935406030787,1.55803010085321,-9.93336492561489,-4.65012195903271,267.878629638521,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","recency",87.8885021844747,1.37655259512842,-9.65118274703694,-4.4298130442593,275.976846510021,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",148.203112928162,0.429883197024448,-2.13545288519026,-3.3398743479594,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",42.1141894436919,0.396079616891237,-2.37844185224832,-2.93290138087963,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",54.0200032825425,0.406454052334239,-2.20454695242343,-2.97209294283987,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",64.7665637956333,0.426693284302476,-2.23454706825711,-2.99598187919846,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",52.6145870012668,0.412724362810635,-2.37535327638124,-2.98631986086715,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",49.392905714415,0.335825672677426,-1.93981550513837,-2.94098562547213,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","null",75.5264586303201,0.508612912866229,-2.49756530189446,-2.94571461660955,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","surprise+",101.009314452234,1.23964505319145,-8.6939716648617,-2.43974392011099,NA,18.744688176115,NA,NA,-2.38794175907969,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","full",58.4748575753844,0.383994540909177,-3.77109188120812,-3.10124545349224,NA,NA,159.707611478422,1.67902318832498,-7.63352042695162,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","full",59.7325462131324,0.456125503724221,-7.92389235924929,-3.17700601815081,NA,NA,248.36096363244,-4.82059954533158,-7.63352042695162,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","full",84.8693282429184,-1.00721111975372,-0.0652727513137712,-6.15633030004529,NA,NA,-749.852120759348,-70.439568113589,-7.63352042695162,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","full",68.2732392216916,-1.1311367386952,0.280255163088441,-7.11203826663746,NA,NA,-60.1397981500797,-730.796498305402,-7.63352042695162,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","full",74.8225559597184,-1.34090894960058,0.640341863098461,-9.70385373666048,NA,NA,-265.042451532542,-968.167304029841,-7.63352042695162,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",58.6129770109004,0.325845603464542,-2.36829014686724,-3.04570818547314,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",51.2943624181144,0.231297213724152,-2.27276423820399,-3.07731281626476,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","surprise+",54.0141237947851,0.409100918160034,-2.1991475150299,-2.97389275588354,NA,-67.1092731368723,NA,NA,-4.64794413029429,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","surprise+",64.7767717949615,0.422703290283425,-2.22529339832675,-2.9987531874075,NA,-737.449348516084,NA,NA,-4.64794413029429,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","surprise+",52.9493551161809,0.463379539128924,-2.41099390819927,-2.97403443878917,NA,8.18685290533807,NA,NA,-4.64794413029429,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","surprise+",49.5265851600329,0.330577902483478,-1.93445569831221,-2.94371316539241,NA,-667.111872773583,NA,NA,-4.64794413029429,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","surprise+",77.8711189215144,0.503729612201536,-2.4690465101876,-2.95119294779994,NA,-319.366438180476,NA,NA,-4.64794413029429,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",38.17801247249,0.400429198169303,-2.47409480085176,-3.01197861259718,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","full",105.309319599364,-1.1311367386952,-0.646474574724366,-7.00279278641182,NA,NA,30.3650270216167,-88.7715289498851,6.00468571029323,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","full",61.7528050902364,-1.08905557939377,0.571612036419033,-7.45202424697756,NA,NA,-87.6602455973625,-481.419513965338,6.00468571029323,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","recency",43.7891401076811,0.58780289983675,-9.45261607772186,-3.30595046709659,207.108312067108,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"Memory","recency",80.7174846547147,0.433624474734278,-3.1612502603282,-3.42966500006626,215.269641098578,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","full",86.0821284216408,0.986596345086094,-9.61051869029451,-3.77863225879321,NA,NA,576.224262325261,-21.7768614236466,6.00468571029323,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","full",63.929981377196,2.62751675388854,-4.59334736007055,-7.08947866378236,NA,NA,362.668630667031,13.8913002490997,6.00468571029323,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","full",99.7374007100939,-0.854357503950596,-0.275851833000292,-5.16352103961809,NA,NA,-65.2279071509838,-787.15915571217,6.00468571029323,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","recency",84.6682412630538,1.41354834739142,-9.9200819294923,-4.34286473600222,269.290159738214,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","surprise+",98.413130680678,0.950596240117116,-7.57626922301326,-2.39149926697728,NA,18.7041381570678,NA,NA,-2.38794175907969,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","surprise+",52.4387967139245,-1.21642909780827,2.20579679445748,-8.32960697445411,NA,-5.38090849295259,NA,NA,-2.38794175907969,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","surprise+",60.479624665901,-1.14581677311352,0.575425297145425,-7.54103949290192,NA,-85.7883146473113,NA,NA,-2.38794175907969,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","surprise+",50.4071138884889,-1.13517339464609,-0.122639566565789,-7.39792944052435,NA,-422.164952344405,NA,NA,-2.38794175907969,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",77.7693054001376,0.395846155716443,-2.02031006409778,-3.13276554758669,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","full",69.1201394277048,1.49896032369258,-8.42852453101253,-4.56166689226748,NA,NA,338.566087784593,3.32660719767189,6.00468571029323,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",60.9683910089056,0.664784695419299,-2.70136999613326,-3.0697295593256,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","recency",63.5438684634469,1.33375601214911,-9.90971748760335,-4.29653945804881,266.016177364567,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",47.7514295590827,0.583814407343756,-2.32336805203482,-2.99852409195184,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"10",6,"NoMemory","null",96.2226613204778,-0.0500199280185467,-1.62946541550843,-3.35629276216017,NA,NA,NA,NA,NA,6,"28-37","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","full",24.3444772341716,0.285104858047945,-2.32795904141694,-3.77639760564356,NA,NA,477.506922707857,-632.194854701877,0.82201866719702,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","null",95.3943266392524,-0.216134100810382,-1.019703879658,-3.50473179463008,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","null",74.2545407444519,-0.259746690914176,-1.05898630045359,-3.38562852504293,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","null",109.472147454578,-0.283081498826684,-1.05811754201322,-3.61884027892118,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","recency",19.2654139448078,0.435498405254337,-4.13598999656126,-3.57297898324985,59.491763935192,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","recency",51.8683512726049,0.391159422415158,-5.6289813105335,-3.52689023107445,60.5520379898528,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","null",81.1908443151653,-0.150911762583624,-1.21971415628906,-3.33729954759357,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","full",88.3024368421877,0.763120025778529,-4.60869785267532,-2.75057016652583,NA,NA,51.64040515323,10.5785304449925,-9.94565306550647,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","full",71.3816975699433,-0.0568449182315751,-1.09580664880708,-3.28530928915729,NA,NA,-95.4646694200284,-268.539747161635,-9.94565306550647,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"NoMemory","null",92.1198889566488,-0.303777391045097,-1.00583706771906,-3.56223926840697,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","null",55.0954853295709,-0.200737389163089,-1.03930486684998,-3.35569318055749,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","null",77.1906923524781,-0.159885384207665,-1.06094112094578,-3.38092021946657,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","null",68.6404998885863,-0.144581314405364,-1.07405190832681,-3.34543942096348,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","null",97.4185199160046,-0.254974333542902,-1.06480450851097,-3.46109887259528,NA,NA,NA,NA,NA,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","surprise+",96.2312040189221,-0.239329218467434,-1.02822561092765,-3.52786962258554,NA,-211.445524949302,NA,NA,-7.08815365519383,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
"100",70,"Memory","surprise+",56.9049839713413,-0.233001293855889,-0.982265116934538,-3.42094459376165,NA,-311.847852780601,NA,NA,-7.08815365519383,70,"38-47","Graduate degree (MA/MSc/MPhil/other)"
