"UID","participant","input_model","fitted_model","nLL","lambda","beta","tau","recency","surprise_plus","full_r","full_s","asymmetry","id","age_bin","education"
232,169,"NoMemory","recency",80.1916426096377,-0.822064046879281,-0.131952514890491,-4.75746703030408,-977.350316642028,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","recency",98.3730382932459,-1.28069769467088,1.58315686496925,-8.57609092742267,35.6106843442876,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","full",81.7943916879024,-0.705247272913802,0.324233065816856,-4.42306770067236,NA,NA,-215.269566820136,-834.670396426926,0.743307553379031,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","recency",81.4287172881962,-0.467786457592721,-0.716151064491148,-3.72552480891189,-915.535032925835,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","null",85.0526242073697,-0.508418944426997,-0.669197025586873,-3.82617616559557,NA,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","null",81.9833479993164,-0.486087556852802,-0.682412461174384,-3.79175162405033,NA,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","recency",79.8562446507557,-0.564512767926157,-0.676601295891575,-3.90168806467694,-756.057573014851,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","recency",85.7506343938727,-1.01810234483704,1.77026959717697,-6.11551839952227,23.0078382510904,NA,NA,NA,NA,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","full",85.1735562860493,-0.367701190571783,-0.604877672295868,-3.93773513554832,NA,NA,-840.998285237677,-17.1792855082899,0.743307553379031,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","full",78.2188691520359,-0.581492511232398,-0.387231871033344,-4.11166254432422,NA,NA,-650.747695982746,-984.502371343584,0.743307553379031,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",88.9741455696954,-0.499141191445805,-0.348105093570686,-4.09517993932169,NA,-391.453949411299,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",80.271087410483,-0.489220330111022,-0.716522202361545,-3.9273509958667,NA,-151.501829135396,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",79.603413964155,-0.493842100795069,-0.744733393673662,-3.80601360715414,NA,-79.7182850471697,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",81.0873140881228,-1.29822055935554,3.84149967995031,-8.72490337715653,NA,-236.67408063975,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",79.3894378659954,-0.548460677217651,-0.475765733038832,-3.982680272186,NA,-362.745090240721,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",80.1339131441877,-0.530446279974371,-0.729216041804499,-3.93460573628545,NA,-145.846796938676,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
232,169,"NoMemory","surprise+",105.234090762658,-0.50118842175171,-0.681879631695485,-3.88920660045,NA,-846.621174556089,NA,NA,3.5258972691372,169,"18-27","Undergraduate degree (BA/BSc/other)"
233,170,"Memory","full",84.3932196995126,0.607314160757605,-9.98585781543381,-2.94472357958333,NA,NA,44.3723532915174,12.5861534125791,-0.00913643423998545,170,"48-57","Graduate degree (MA/MSc/MPhil/other)"
233,170,"Memory","recency",74.8797364490284,0.788936572206515,-7.96756544200945,-3.1779588232769,203.316109964006,NA,NA,NA,NA,170,"48-57","Graduate degree (MA/MSc/MPhil/other)"
233,170,"Memory","full",131.144216264265,0.392496408881979,-3.18256290420954,-2.84561007043684,NA,NA,543.518918450814,-808.613022525322,-0.00913643423998545,170,"48-57","Graduate degree (MA/MSc/MPhil/other)"
233,170,"Memory","recency",77.6461535323481,0.950497634904025,-9.07932259726335,-3.34443334121762,219.106521353219,NA,NA,NA,NA,170,"48-57","Graduate degree (MA/MSc/MPhil/other)"
