"","","par1","par2","par3","par4"
"cv",66.4386265816321,-4.72694387425623,-48.6930582966933,-9.99999999818761,502.167468730197
"cv",66.4386265556287,-4.99911983955703,-43.2530280639772,-9.99999999869544,206.699437210738
"cv",0.029982014387056,-9.15659397163493,-46.858865274714,-9.99999999849897,-138.416984707228
"cv",0.029982014387056,-2.27175421630228,-46.8896007155672,-9.99999999696489,287.109967265775
"cv",0.029982014387056,-7.90035214009872,-48.8508216899359,-9.99999999946433,-311.687401762535
"cv",66.4386267490743,-2.74589044856204,-44.8693457147842,-9.99999999491757,180.994176184025
"cv",0.029982014387056,-8.31358426640314,-40.2815554751136,-9.99999999815993,921.595284879734
