"","","par1","par2","par3","par4","par5"
"cv",105.020327129504,1.04921609845251,-40.0121432505955,-2.45914779133067,205.881108181735,-0.408542293909664
"cv",98.9254278433131,0.910849179391762,-12.2315814948293,-2.3741102931711,999.594085248529,-1.87756443866432
"cv",91.0569109974953,0.989932358948495,-29.9536446296414,-2.35778351497627,246.901765100215,-0.391033973168704
"cv",102.317714633205,1.00481142003239,-32.6341456778303,-2.33914868027598,282.97848976235,-0.226998392742294
"cv",86.5629373498912,0.621599272637299,-8.51478365221246,-2.22576075015578,19.2864513219704,-0.977971561225285
"cv",90.5858651901335,0.963080604471826,-41.6622954664614,-2.34351150290917,264.587194877565,-5.5919831734425
"cv",116.274871278704,1.22491386829636,-36.3021968313683,-2.64431047530673,280.729844773186,-2.5143093963639
