"","","par1","par2","par3"
"cv",66.4386265018418,-8.11107242340792,-47.6582524592585,-9.99999999974587
"cv",0.029982014387056,-5.31473415196667,-47.5072359690372,-9.99999999996177
"cv",0.029982014387056,-6.4919546625501,-45.8503219552945,-9.99999999998388
"cv",66.4386264908504,-4.5681123689516,-45.18519864001,-9.99999999996052
"cv",66.4386264890171,-9.76748051335285,-47.8468812174158,-9.99999999999632
"cv",0.029982014387056,-4.37979954682536,-47.0686392823138,-9.99999999987831
"cv",66.4386264896066,-3.61508178127487,-38.8363184255404,-9.99999999998495
