"","","par1","par2","par3","par4"
"cv",88.1636805043459,-1.33642353695929,1.41233084658496,-9.30438145027411,-536.190652384854
"cv",68.8059320867109,-1.22775050068433,-0.374090060820802,-7.90839212015271,-724.570586063
"cv",72.3167552310776,1.25821227719032,-8.16882522692531,-3.97198245359615,284.235668473839
"cv",99.2169817101442,1.17565930737314,-8.32844652265144,-3.93546528890299,299.324323994276
"cv",71.9092109410003,-0.855533726300554,0.22972857364595,-5.06033189152351,-842.582043321684
"cv",104.216322433089,1.22308291166286,-32.0768124173019,-4.04088158123921,266.664361703384
"cv",84.883033433665,1.22855662614567,-7.58736688452733,-3.9589714112096,283.762424240612
