"input_model","fitted_model","participant","nLL","lambda","beta","tau","recency","surprise_plus","asymmetry"
"recency","recency",17,120.303360452314,1.90586164720968,-22.6639070880275,0.44223616602104,14.5140649483102,NA,NA
"recency","recency",17,119.796645368015,6.54393079968821,-3.16044284121981,-8.0117383264046,201.433763961866,NA,NA
"recency","recency",18,68.7110397872813,3.49046333210782,-46.816352879399,-9.77700715474142,277.566893309109,NA,NA
"recency","recency",18,119.894763639919,3.56240451521597,-27.4564971527265,-9.99698883753946,279.959848330819,NA,NA
"recency","recency",18,114.754120303138,1.5311318056818,-40.0292726417061,-6.02738581068138,557.757324811887,NA,NA
"recency","recency",18,119.894763639919,3.4951968357613,-43.9470804031326,-9.88924490835986,281.555157306591,NA,NA
"recency","recency",18,120.960619315437,-1.47757788833485,-16.3812175378397,-9.98328451600051,865.073364818025,NA,NA
"recency","recency",18,40.9611652067653,3.62666837038169,-41.0169027750752,-9.98205933305426,281.52696733192,NA,NA
"recency","recency",18,80.6120653051503,-1.99474920435982,-46.7730790164385,-9.99052205854981,493.650341567475,NA,NA
"recency","recency",19,0.029982014387056,-8.06314892670798,-48.0059133631527,-9.99999999258542,412.534198721057,NA,NA
"recency","recency",19,66.4386284184838,-5.69025802680011,-47.8940523615391,-9.99999996231504,412.518518474229,NA,NA
"recency","recency",19,149.682422411519,-5.8904088263979,-46.5270796692254,-9.99999999937584,-813.575315025185,NA,NA
"recency","recency",19,0.029982014387056,-3.28818999467431,-43.7567480884134,-9.99999999202895,412.53364616003,NA,NA
"recency","recency",19,66.4386281912734,-3.53785381340879,-35.2505525955771,-9.99999996675723,412.558485610187,NA,NA
"recency","recency",19,0.029982014387056,-5.70686914203294,-46.4892966973375,-9.99999993239633,412.543301723992,NA,NA
"recency","recency",19,0.029982014387056,-3.38854496295157,-46.9887245596293,-9.99999982738022,412.539102940786,NA,NA
"recency","recency",20,119.594963368425,3.48507922379942,7.39887084475665,-6.61008458586877,203.329885862903,NA,NA
"recency","recency",20,124.485995984465,2.43977156894563,6.67672884706387,-0.388456497111183,148.41901283991,NA,NA
"recency","recency",20,120.106397028619,-0.43725076098442,-3.05676690939725,-1.53274794075724,54.4602372015118,NA,NA
"recency","recency",20,121.058428325402,-0.335090861858808,-2.56730178371072,-1.55091013396302,47.7457374123819,NA,NA
"recency","recency",20,120.348219297614,-0.570046041224555,-1.91547819707464,-1.65498122145763,37.0899953565457,NA,NA
"recency","recency",20,120.02000949694,0.0509487326989402,-25.5538688476174,-1.33546863666689,54.0914533492317,NA,NA
"recency","recency",20,120.87254980948,0.225162975986581,-8.87807883496258,-1.22413320607526,50.6644959252187,NA,NA
"recency","recency",21,118.83281152811,1.30965847954829,1.52358305463108,0.761530856308252,-86.6431339274325,NA,NA
"recency","recency",21,117.815281321407,1.28261812102588,2.98091564410238,2.46139673948185,-876.925009368077,NA,NA
"recency","recency",21,121.380260308805,1.32632249708489,2.5822475351139,1.65970933678511,-246.704266512115,NA,NA
"recency","recency",21,117.681111006532,1.41078253043634,2.75069238503818,1.82583479121597,-731.304165125948,NA,NA
"recency","recency",21,118.718791724852,1.50700497993644,4.03079255885989,3.05323907173412,-569.832413975035,NA,NA
"recency","recency",21,118.512583466406,1.30215178827241,2.21969993907959,1.42301476691049,-517.830008998258,NA,NA
"recency","recency",21,117.52023792208,1.26483283394356,3.30714302384677,2.51503920466327,-258.351430144735,NA,NA
"recency","recency",22,116.292409093343,0.900841556180505,0.904087930485754,-0.973730707241302,229.311974379844,NA,NA
"recency","recency",22,112.756414807229,0.834902057601658,1.42531987112419,-0.533033031683879,245.347564938579,NA,NA
"recency","recency",22,114.747565334757,0.601765097323262,0.984188622026553,-1.61277704688465,261.260375313432,NA,NA
"recency","recency",22,117.066550466214,0.701714182334428,0.993595788896685,-1.58493093809429,246.770162551136,NA,NA
"recency","recency",22,122.816992203208,0.747044553644051,3.63986598446682,1.21558574802574,226.287418129699,NA,NA
"recency","recency",22,115.766765525253,0.918347579826725,1.4363379434411,-0.494965734826416,229.760264505407,NA,NA
"recency","recency",22,116.656741057544,0.781271127583046,0.743291507270712,-1.543697687684,239.66700948238,NA,NA
"recency","recency",23,119.707389477369,2.30649158046901,-2.11531983074209,-1.49107972274014,211.408557522207,NA,NA
"recency","recency",23,119.442338580222,3.48751383185104,-2.96850575982103,-4.11090322041545,249.177064494914,NA,NA
"recency","recency",23,120.992582835716,4.33161430389282,-4.27142055998486,-6.65176247137412,797.904528145957,NA,NA
"recency","recency",23,120.224165385598,2.15194416472925,-1.9730274598614,-1.58384635313229,221.495930239713,NA,NA
"recency","recency",23,120.253096527368,4.25107879219326,-3.84551943173351,-5.255715123026,237.202488652901,NA,NA
"recency","recency",23,119.579043328799,2.11495734155657,-2.23917802335986,-1.41408369831486,221.527863714816,NA,NA
"recency","recency",23,122.11096526209,2.09198778902912,-2.37785673093559,-1.0794794532293,174.505778015314,NA,NA
"recency","recency",24,107.416788637167,0.655991285608306,2.27617488069339,0.350676472390872,59.503362827493,NA,NA
"recency","recency",24,112.838156772851,0.649613951038582,2.9209028871384,0.930972707640702,56.3910659190371,NA,NA
"recency","recency",24,112.88062912027,0.68805196803597,1.49287946827999,-0.522099757583384,59.5167515868404,NA,NA
"recency","recency",24,111.510826242596,0.701249942019182,2.00615882598181,0.106021097592031,57.2542766361833,NA,NA
"recency","recency",24,113.05258122379,0.713076713723865,1.41253320600493,-0.561943773341204,58.8150241843213,NA,NA
"recency","recency",24,112.472392869921,0.720899412012602,1.32006452817422,-0.623093311101104,61.6897815240368,NA,NA
"recency","recency",24,115.810382584508,0.599857113095303,3.75935572260823,1.54156708456014,58.4069911017421,NA,NA
"recency","recency",25,121.26755989079,9.06278797772335,1.18373745181198,-7.33335774621213,22.9883826137657,NA,NA
"recency","recency",25,119.212398595428,9.56600348949892,-21.2680679021311,-7.51365099239699,26.7156843877518,NA,NA
"recency","recency",25,119.490386693172,8.39133001632549,-13.9662858136665,-5.16317937786051,22.909716409082,NA,NA
"recency","recency",25,119.444177442597,2.61941044648359,-0.523494408606332,0.356105873334685,34.4294849783182,NA,NA
"recency","recency",25,119.894650328278,8.98001999939753,-25.538186447833,-6.89384815798528,19.7267939179759,NA,NA
"recency","recency",25,121.033203986227,3.46775693033046,7.18826663210752,3.6607913283834,-43.2310340677541,NA,NA
"recency","recency",25,124.183324284568,3.62647671491955,-4.16226889041266,-5.31252509339317,270.518440248657,NA,NA
"recency","recency",26,0.029982014387056,-8.88788325366302,-45.6209609750658,-9.99999999931965,528.387132162544,NA,NA
"recency","recency",26,66.4386265489641,-5.68785581267665,-49.5719527565291,-9.9999999988256,910.627347038529,NA,NA
"recency","recency",26,66.4386267767631,-4.19573537473239,-49.6230066395665,-9.99999999437683,-118.310183351795,NA,NA
"recency","recency",26,0.029982014387056,-5.04037048957872,-48.0947304013656,-9.99999999411296,570.881871420231,NA,NA
"recency","recency",26,66.4386267146765,-4.56779908199529,-44.5956566432413,-9.99999999558934,-27.5458090245133,NA,NA
"recency","recency",26,66.438626564622,-3.03495230748487,-42.2316280321882,-9.99999999851981,56.4101992060297,NA,NA
"recency","recency",26,66.4386264982857,-2.33900778187241,-49.7667002454992,-9.99999999981531,-201.061997802066,NA,NA
"recency","recency",27,126.284399279002,1.89525325919725,-34.6481660678082,-4.12213809083419,731.290390514136,NA,NA
"recency","recency",27,102.723221243785,2.41003530586815,-44.303506267297,-4.64386266653009,720.156328581612,NA,NA
"recency","recency",27,114.368107798621,1.72000215560396,-42.696425066749,-3.75804029747869,646.04095698123,NA,NA
"recency","recency",27,118.849236607433,1.46367405773141,-28.8279115470216,-3.5159496439543,733.825206517012,NA,NA
"recency","recency",27,139.300829473899,4.46822059633947,-39.6544694226596,-9.99797985752211,881.989120278926,NA,NA
"recency","recency",27,111.503644129194,1.88495624330315,-36.4137637230622,-3.91217856316559,949.221779932093,NA,NA
"recency","recency",27,93.335387758869,2.90307206534678,-47.8477794539698,-5.60203552582036,888.53633444363,NA,NA
"recency","recency",28,118.718048265553,1.89688706668873,0.0909917960908757,0.157293155002875,430.281016029109,NA,NA
"recency","recency",28,118.927780974779,2.15484153588744,0.383668687036826,0.30483820001324,813.632490570719,NA,NA
"recency","recency",28,118.853628621423,6.45529628705026,3.5404399441838,-0.8684909278832,469.532734031168,NA,NA
"recency","recency",28,119.581709111443,5.36501491796382,6.20947658603966,3.12076731457533,938.829019117576,NA,NA
"recency","recency",28,119.067247472443,9.45981904737258,8.4051140297701,-1.57908452836653,854.222742179831,NA,NA
"recency","recency",28,123.918100461691,3.68159073797744,2.42908969883389,0.734794204092426,186.300008188792,NA,NA
"recency","recency",28,118.438733610877,4.67118745112609,3.08148778522989,1.03415557840068,845.37045251436,NA,NA
"recency","recency",29,118.242427068003,2.68580158205394,8.92188341743804,3.90142464974867,-27.8876614756882,NA,NA
"recency","recency",29,119.970917213853,3.07110234950619,9.46862594093997,3.85465845169541,-838.65289719836,NA,NA
"recency","recency",29,119.846704691247,-4.37013118076939,9.63397267994302,1.3337830157107,-540.958851444636,NA,NA
"recency","recency",29,123.396480052557,2.9254536844264,8.62030491508808,3.476299669175,-8.03374173119664,NA,NA
"recency","recency",29,117.594149402044,2.77830004388114,9.01848961200512,3.93497256716536,-953.834311630096,NA,NA
"recency","recency",29,120.11091522061,2.65364879382568,8.85419261620202,3.70680779062848,-109.76923021803,NA,NA
"recency","recency",29,119.513082487427,2.99364715889623,9.32172162950633,3.89843233288311,-181.52228785451,NA,NA
"recency","recency",30,119.590751699963,3.20011169183999,5.25357660399692,3.17637726367448,-125.737204252919,NA,NA
"recency","recency",30,119.653822993138,3.04568605556628,8.1158842657861,-7.20711883370733,63.9401251102043,NA,NA
"recency","recency",30,119.656059011336,-9.72320019323722,-0.666558979466893,-8.01843545721879,430.145867782211,NA,NA
"recency","recency",30,119.661924098449,-8.94469187932225,-0.550435630558962,-5.20816464194482,359.557288481862,NA,NA
"recency","recency",30,132.784060461389,3.34079598809213,8.40379943937127,-8.57389167751018,25.4908373103942,NA,NA
"recency","recency",30,119.653822993138,2.00397203005522,6.86639805121289,-6.99939268680937,103.052045414934,NA,NA
"recency","recency",30,126.109541924566,1.23072048862776,5.39559133843948,-9.85611685012693,115.943961653241,NA,NA
"recency","surprise+",1,120.681244337447,0.239147678302936,-15.33821746979,-1.08120477143463,NA,327.302219056421,-0.370712423831125
"recency","surprise+",1,121.4480310304,0.377895507593783,-15.1784674402303,-1.31056385830071,NA,327.302219056421,-0.370712423831125
"recency","surprise+",1,120.64982356198,0.799185294757582,-33.9165274525621,-0.93778798054115,NA,327.302219056421,-0.370712423831125
"recency","surprise+",1,118.181530107399,0.443203873520571,-12.9586276155859,-0.85098851219982,NA,327.302219056421,-0.370712423831125
"recency","surprise+",1,119.89545363897,4.69338109562662,-39.6717948448342,-2.00391441176597,NA,327.302219056421,-0.370712423831125
"recency","surprise+",1,119.598820884854,7.97865160810558,11.0500898677856,0.861621811107555,NA,327.302219056421,-0.370712423831125
"recency","surprise+",1,119.039753042611,7.32325131996468,11.004705554688,-0.226950653235403,NA,327.302219056421,-0.370712423831125
"recency","surprise+",2,120.293016191441,1.94551032558238,6.1333681557098,3.28680118005039,NA,-211.916086263955,6.54745970348823
"recency","surprise+",2,142.252380210232,-0.501705138051486,3.52578308192812,-3.42575802539697,NA,-211.916086263955,6.54745970348823
"recency","surprise+",2,116.981016133128,2.68094052911821,7.89525440446693,3.36298753506092,NA,-211.916086263955,6.54745970348823
"recency","surprise+",2,117.523890521823,2.27287812401189,7.10891232538165,3.56797070761017,NA,-211.916086263955,6.54745970348823
"recency","surprise+",2,118.749336265486,2.39218040209108,7.32041622197586,3.50864943103522,NA,-211.916086263955,6.54745970348823
"recency","surprise+",2,121.142533959141,2.30526693432923,7.01255679869409,3.20565719894171,NA,-211.916086263955,6.54745970348823
"recency","surprise+",2,118.399834338722,2.89962345937613,8.09592964675183,3.2950301045443,NA,-211.916086263955,6.54745970348823
"recency","surprise+",3,120.079192493864,0.418687900887521,-7.82128746368699,-0.590428225593443,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",3,120.07029675342,0.364504604491193,-14.2201401132612,-0.701088206626914,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",3,119.690264718916,0.373168665158403,-10.6207797511897,-0.554819759881526,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",3,121.712330188392,1.12504818294575,-0.305436321746008,0.050043371465244,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",3,119.991182640771,0.396773338812231,-13.7997969731994,-0.606983668262647,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",3,119.113975992363,0.40754285840612,-9.58995071631851,-0.428518979826469,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",3,119.748399796454,1.11528430351362,-0.191654392093999,0.593754469356171,NA,-201.588412355384,-2.32245050139828
"recency","surprise+",4,120.853250982403,7.54309759707394,4.97762592849901,-0.716194125530538,NA,981.137745338255,3.77786328909176
"recency","surprise+",4,120.798759114979,1.64555783725187,-49.4554151692677,0.273082101135052,NA,981.137745338255,3.77786328909176
"recency","surprise+",4,119.609323609773,1.65487541938535,-31.2688286910868,0.882685754148451,NA,981.137745338255,3.77786328909176
"recency","surprise+",4,122.5769104953,1.85945457284352,3.06819849457145,3.1138520583594,NA,981.137745338255,3.77786328909176
"recency","surprise+",4,130.061049848976,-0.393126837765434,-24.7938418138677,-2.76565022025286,NA,981.137745338255,3.77786328909176
"recency","surprise+",4,119.965651263975,3.6237139990961,-1.80863143518419,-0.617956277220478,NA,981.137745338255,3.77786328909176
"recency","surprise+",4,119.749501035252,5.80671413412257,-35.7518336717242,-5.29618978735558,NA,981.137745338255,3.77786328909176
"recency","surprise+",5,0.029982014387056,-2.09970271796541,-22.0179457148926,-9.99999879513672,NA,512.783428358582,5.00637001686268
"recency","surprise+",5,0.029982014387056,-2.5473870536638,-22.151544340066,-9.99999938999401,NA,512.783428358582,5.00637001686268
"recency","surprise+",5,70.8440295734507,-7.31093497478295,-22.3761102978709,-9.9999995590872,NA,512.783428358582,5.00637001686268
"recency","surprise+",5,0.029982014387056,-2.11234860575722,-22.2929851768002,-9.99999986211436,NA,512.783428358582,5.00637001686268
"recency","surprise+",5,66.4387390482824,-3.1313587537138,-22.2639032855624,-9.9999999442294,NA,512.783428358582,5.00637001686268
"recency","surprise+",5,0.029982014387056,-7.42064581193927,-22.1519113505374,-9.9999999901594,NA,512.783428358582,5.00637001686268
"recency","surprise+",5,69.6698893391709,-2.77020209929687,-23.2375313638488,-9.99999953724583,NA,512.783428358582,5.00637001686268
