"input_model","fitted_model","participant","nLL","lambda","beta","tau","recency","surprise_plus","asymmetry"
"surprise+","recency",3,119.399764951879,4.37921911647707,-40.6272482466602,-0.250212063736357,8.30081652258581,NA,NA
"surprise+","recency",3,119.759682755835,5.04106068875466,-37.4986816247041,-0.14979235816603,15.9878474665524,NA,NA
"surprise+","recency",3,120.437966812047,7.01192232612865,5.38717125675053,0.299954797487932,-203.50351665852,NA,NA
"surprise+","recency",3,120.715192692225,6.07842686855842,-7.17665492277617,-1.18624225834937,10.0792438370742,NA,NA
"surprise+","recency",3,122.165384729842,8.65568673018373,5.36220405199122,-1.47215748621691,-210.311026296653,NA,NA
"surprise+","recency",3,120.632488176312,8.85735086980895,7.50356276985258,0.384295906050387,-93.5302232020268,NA,NA
"surprise+","recency",3,119.408498838885,6.19820603902129,-22.5096258903748,-0.574804322383933,7.10708576179954,NA,NA
"surprise+","recency",4,122.329411353328,2.70522822346911,6.27920501583247,3.26999184760207,-894.172074011623,NA,NA
"surprise+","recency",4,132.74579429826,0.0271700671369932,4.15809583431462,-7.81622507984386,255.774487307813,NA,NA
"surprise+","recency",4,120.162910552189,5.38464795302993,7.14870914441312,4.08256827686166,425.782274017421,NA,NA
"surprise+","recency",4,119.311388665953,3.90918649130121,3.82606063985117,2.3710222550974,106.997630100351,NA,NA
"surprise+","recency",4,118.614366906845,3.89842558637068,4.54881193146763,3.1932041034152,113.513930473029,NA,NA
"surprise+","recency",4,120.582755884554,9.38588632270694,7.43995953350771,-2.65889813192189,49.6867182927705,NA,NA
"surprise+","recency",4,120.616632291895,7.65784698316421,7.13024797595641,0.543098884223234,12.8447638638005,NA,NA
"surprise+","recency",5,0.029982014387056,-7.49214197928171,-47.2445510920255,-9.99999999878072,-967.301643620098,NA,NA
"surprise+","recency",5,0.029982014387056,-2.85158126272311,-49.2880403611487,-9.99999999998247,621.663123097417,NA,NA
"surprise+","recency",5,66.4386266310541,-7.48084324278252,-46.9011467006196,-9.99999999722243,572.918866761029,NA,NA
"surprise+","recency",5,0.029982014387056,-7.52591700899516,-48.5012529902989,-9.99999999824074,573.167334524818,NA,NA
"surprise+","recency",5,66.4386264970368,-3.62307573488074,-44.8369098317229,-9.99999999983971,-625.048977322876,NA,NA
"surprise+","recency",5,66.4386266109392,-3.25173137340811,-46.6365428194859,-9.99999999761526,377.579370864164,NA,NA
"surprise+","recency",5,0.029982014387056,-4.43619335031509,-43.5032102947362,-9.99999999960495,-870.825433367741,NA,NA
"surprise+","recency",6,120.687878646438,-0.495030487528835,-13.0230473494232,-0.64319225169012,10.638694035109,NA,NA
"surprise+","recency",6,126.436930995631,-0.599054650337989,8.60258842741028,-0.615458106331813,0.49359923417515,NA,NA
"surprise+","recency",6,124.337727390241,6.58515512211525,10.6698204562381,2.27654635527852,-33.4469987052915,NA,NA
"surprise+","recency",6,126.242571807216,-1.63879352015203,-0.633965226798419,-9.9611376856992,417.688918218815,NA,NA
"surprise+","recency",6,120.707959482882,3.01339685238624,9.69677538014846,3.57848262985823,-599.91154461053,NA,NA
"surprise+","recency",6,120.371883359017,4.57446788226685,6.18865095728635,3.31055128577919,-259.477399289608,NA,NA
"surprise+","recency",6,121.465551988436,-4.00769791253527,-1.45382038953873,-1.33399442345848,85.5726097890897,NA,NA
"surprise+","recency",7,119.052054604088,9.01673433189245,1.20548550651371,-7.02784566991258,60.68304099663,NA,NA
"surprise+","recency",7,120.563576192541,0.515979611604712,-12.2868465506727,-1.00925640635779,164.452629776701,NA,NA
"surprise+","recency",7,120.825132710855,3.71108809298732,-1.73788265518129,-2.47440073137733,188.320404826016,NA,NA
"surprise+","recency",7,120.38205524778,-7.82918228850857,-4.46993590234714,-1.12015206369578,39.9899582635323,NA,NA
"surprise+","recency",7,126.219483503256,1.64402068959483,5.74850847705397,-9.47983317265118,161.341967356373,NA,NA
"surprise+","recency",7,120.014729252894,3.34212748333812,-2.57378343483884,-3.39800875343988,240.052189034659,NA,NA
"surprise+","recency",7,120.148774777983,3.75050106609374,-1.55532512463983,-2.1314741564305,186.591495963949,NA,NA
"surprise+","recency",8,66.4386264940097,-5.7247209591992,-47.4088855481743,-9.99999999989882,431.060061477092,NA,NA
"surprise+","recency",8,0.029982014387056,-9.8517953340939,-49.2835512889922,-9.99999999957531,-843.217293892869,NA,NA
"surprise+","recency",8,0.029982014387056,-3.00081490468597,-45.2520272749264,-9.99999999913505,229.672788615157,NA,NA
"surprise+","recency",8,66.4386265350625,-3.23386842695169,-48.3435991015015,-9.99999999909709,-278.272917115325,NA,NA
"surprise+","recency",8,66.4386264942634,-3.88384722114159,-47.3019330291394,-9.99999999989387,238.691276405007,NA,NA
"surprise+","recency",8,0.029982014387056,-8.31029064688753,-46.9702211744369,-9.99999999905518,232.810566371401,NA,NA
"surprise+","recency",8,0.029982014387056,-4.94183564812716,-48.6759338685292,-9.9999999933098,-7.05345919250635,NA,NA
"surprise+","recency",9,132.715045287458,4.78976856832481,8.62786254174618,-7.6256480829731,25.7264510611142,NA,NA
"surprise+","recency",9,119.213953570252,3.2863644006073,-1.43005414047406,-2.40396940955271,216.511080349127,NA,NA
"surprise+","recency",9,119.903345450297,4.2609862369535,-2.98804474972527,-4.86288197055137,489.690418017551,NA,NA
"surprise+","recency",9,120.4181381784,4.63163798418637,-0.0177317896593054,-2.22711718960871,145.153458469368,NA,NA
"surprise+","recency",9,125.768514769966,2.34254860743739,6.28441327161785,-7.16017934539107,175.27095195538,NA,NA
"surprise+","recency",9,120.492465604584,4.87154975583926,-2.523077851304,-4.90858119786072,382.098142292811,NA,NA
"surprise+","recency",9,126.473134777629,3.69292721572975,10.690675849184,-7.30000847844785,-537.393227503171,NA,NA
"surprise+","recency",10,118.987862644223,2.19714651693494,7.12462073019345,3.5184544059833,-850.499716651778,NA,NA
"surprise+","recency",10,118.519586937127,2.36796022565682,7.5368923565214,3.60342805506027,-208.660598918549,NA,NA
"surprise+","recency",10,119.037617733513,2.37144270868597,7.2911001523608,3.59087737463282,-787.079952647491,NA,NA
"surprise+","recency",10,118.238028257738,2.28532580840472,7.1056432760584,3.51754782179562,-636.654387664703,NA,NA
"surprise+","recency",10,120.727046450142,2.3634375202022,7.05487171040916,3.36628238618323,-199.478408724551,NA,NA
"surprise+","recency",10,125.931823522767,1.1879592971863,5.80564275851971,-4.24956552159244,57.4462922769644,NA,NA
"surprise+","recency",10,118.672021335116,2.28704401083727,7.10919332231128,3.49742750572563,-496.18087417707,NA,NA
"surprise+","recency",11,120.783295244199,-1.28299972172727,1.4066518260881,-7.28294550443699,475.753505425959,NA,NA
"surprise+","recency",11,119.65400886391,-9.15352386397422,3.66231769467004,-9.74798723708669,590.755706679888,NA,NA
"surprise+","recency",11,119.670577621439,-1.54533400812122,0.780260338136836,-9.20082516265719,506.528362052889,NA,NA
"surprise+","recency",11,126.195623788283,-7.30865023135328,3.87219894529372,-0.644888564161281,186.595293768278,NA,NA
"surprise+","recency",11,119.653541273225,-4.98522471536445,3.83380475356441,-9.41660528393597,586.45272880262,NA,NA
"surprise+","recency",11,139.507236846228,5.51050820853561,10.9750037547201,-7.58902363380148,-29.4318706728518,NA,NA
"surprise+","recency",11,119.51114048398,2.94526821145466,7.45976703669569,-6.57968118673748,105.444042048259,NA,NA
"surprise+","recency",12,0.029982014387056,-1.87165771967786,-10.2494389230817,-9.98039600720649,172.747741465676,NA,NA
"surprise+","recency",12,0.029982014387056,-7.45358142779292,-17.2241637075834,-8.64990652153588,295.440188670905,NA,NA
"surprise+","recency",12,0.029982014387056,-5.85087151507182,-21.7330657956808,-5.45657816953457,539.547439242535,NA,NA
"surprise+","recency",12,17.5375307952368,-9.19195578899235,-7.74457385071524,-4.47097816738221,-312.952828762448,NA,NA
"surprise+","recency",12,0.029982014387056,-8.25465189069395,-41.6664328604253,-7.00337105629938,990.636389008742,NA,NA
"surprise+","recency",12,0.029982014387056,-2.79034879816002,-22.8441357908716,-8.60386594024689,-178.747675274808,NA,NA
"surprise+","recency",12,0.029982014387056,-2.64794333572452,-35.20100926499,-6.86190749928114,595.111978705972,NA,NA
"surprise+","recency",13,119.593841138964,5.22044312656709,-4.85764574198151,-8.0614432316186,273.65434130563,NA,NA
"surprise+","recency",13,120.272432357198,5.62223113969547,-4.99728903394184,-8.89147578106381,268.533721691367,NA,NA
"surprise+","recency",13,121.227876135099,5.70507500007658,-5.14711693964948,-9.25369447906478,310.642610530246,NA,NA
"surprise+","recency",13,123.135705070886,-0.217896964378551,0.538363987791164,-0.856083200507902,794.493163885195,NA,NA
"surprise+","recency",13,119.163158219776,4.27673968093846,7.30713267383606,3.74472762086776,817.632188778282,NA,NA
"surprise+","recency",13,120.322136169643,6.08077341447989,-5.17706330128439,-9.50470366437987,263.708334579124,NA,NA
"surprise+","recency",13,120.899620305025,0.265822968659615,-0.763212851468479,-1.2135194271043,974.079417996109,NA,NA
"surprise+","recency",14,123.955429866447,1.69100470896546,-0.728571020149286,-0.1340569669962,-5.2170343594415,NA,NA
"surprise+","recency",14,119.120270660348,1.19102026828321,-2.19734988839157,-0.127815411191803,-791.577101300964,NA,NA
"surprise+","recency",14,122.734515760708,0.612890876913784,0.515193578251547,0.552923374978493,-918.534352298705,NA,NA
"surprise+","recency",14,120.098212673155,0.429627828458895,-4.93254207014583,-1.24641310001357,158.700765576214,NA,NA
"surprise+","recency",14,119.901530091473,2.37025581178657,8.63968287809319,3.90807968398066,-957.681146465924,NA,NA
"surprise+","recency",14,119.60444627622,1.20698758417843,-2.14192127086426,-0.190060099024524,-252.51788468064,NA,NA
"surprise+","recency",14,120.252238652656,-0.0412745619296154,-0.830885423905061,-0.444635282323007,-916.650393238906,NA,NA
"surprise+","recency",15,66.4386264979565,-2.31437100800648,-31.8242473394189,-9.99999999997272,638.660726044743,NA,NA
"surprise+","recency",15,66.4386266441767,-3.76494371247741,-42.1318826269494,-9.99999999696616,-907.852791926121,NA,NA
"surprise+","recency",15,66.438626550047,-9.64738291907072,-44.0465599231224,-9.99999999880445,686.213250271976,NA,NA
"surprise+","recency",15,0.029982014387056,-5.838968725667,-47.7384549332783,-9.99999999903917,532.351559307426,NA,NA
"surprise+","recency",15,0.029982014387056,-5.95425737211347,-36.7003461616194,-9.99999999992031,-558.082202858709,NA,NA
"surprise+","recency",15,66.4386265447037,-9.45019370956103,-47.0029511970538,-9.9999999989088,989.846764787648,NA,NA
"surprise+","recency",15,66.4386264959366,-4.04352460394282,-49.8816698971118,-9.99999999986119,329.6271931928,NA,NA
"surprise+","recency",16,119.397560132893,-1.1905948746597,2.02832335384103,-6.0618675291712,276.592977761649,NA,NA
"surprise+","recency",16,121.74015328011,-0.573251647848964,1.05106430399289,-3.00420617987902,219.147035561247,NA,NA
"surprise+","recency",16,119.393345808975,1.44604398812696,6.25392469388953,-5.41779676790675,58.6835626204271,NA,NA
"surprise+","recency",16,126.118787095644,2.30495242058933,7.46087987451554,-3.21154395941177,43.793913631403,NA,NA
"surprise+","recency",16,119.711399239606,-0.343418804161795,-0.384214267631613,-1.44390610569101,113.135693011574,NA,NA
"surprise+","recency",16,119.727882802793,-0.933978270659132,-0.54989649819928,-3.82410386549193,148.788299335793,NA,NA
"surprise+","recency",16,119.490900517522,-0.47895566013379,-0.194207105054072,-2.32276123608169,138.730855807217,NA,NA
"surprise+","recency",17,119.564460823731,1.73417435958982,9.72847218830138,1.82737404170871,-175.926420916504,NA,NA
"surprise+","recency",17,119.957522639616,1.36994423777514,8.84798667133577,3.87864671704497,-446.795196980655,NA,NA
"surprise+","recency",17,119.943846864912,1.46368968815958,9.10216889566238,3.25786775661732,-682.01384050147,NA,NA
"surprise+","recency",17,120.142306566161,-0.845700840604372,9.62358815099266,1.06071290624916,-974.556861563079,NA,NA
"surprise+","recency",17,121.176717040689,0.536011640400542,-3.07393583860992,-1.45430659635644,301.181600841323,NA,NA
"surprise+","recency",17,120.935316696134,0.234931505044221,9.0472831042621,3.37799871508576,-689.317031581061,NA,NA
"surprise+","recency",17,120.14732359014,0.690255466033218,-2.91050479154579,-1.18150262267254,297.295371569727,NA,NA
"surprise+","recency",18,124.858866213784,-0.22316281827458,-13.6845224173788,-3.12995528833145,33.1707043412315,NA,NA
"surprise+","recency",18,54.4456293974822,-0.201083237650758,-16.8140875727286,-2.74085838107359,37.56605573332,NA,NA
"surprise+","recency",18,111.044083908901,-0.226233073134973,-14.0684975716062,-2.89708134462181,39.6514072555025,NA,NA
"surprise+","recency",18,119.870037650053,-0.151113951817552,-13.2151205518235,-2.92983494962774,40.9798363846981,NA,NA
"surprise+","recency",18,119.868349298135,-0.203863277849976,-15.7686345375514,-2.91912813131744,40.659351685359,NA,NA
"surprise+","recency",18,51.4358468768331,0.104378821311308,-12.896228724758,-3.29331428342777,235.576504403702,NA,NA
"surprise+","recency",18,113.21897520339,0.836384731919162,-10.7046680439275,-4.08016463462795,609.024597811593,NA,NA
"surprise+","recency",19,0.029982014387056,-7.88440648461412,-45.4058821522828,-9.99999988942219,370.618682357738,NA,NA
"surprise+","recency",19,0.029982014387056,-4.94652342840228,-49.6504889806206,-9.9999999965418,370.625375045833,NA,NA
"surprise+","recency",19,88.3001637784378,-7.79671442117967,-47.4920370143846,-9.9999999977753,466.930118057072,NA,NA
"surprise+","recency",19,0.029982014387056,-4.22648293746741,-48.6598599349749,-9.9999999903217,370.635704520035,NA,NA
"surprise+","recency",19,0.029982014387056,-8.31651740439535,-42.7492502861637,-9.99999997093975,370.622263719291,NA,NA
"surprise+","recency",19,66.4386275171798,-8.68808360990284,-49.0773600005666,-9.99999997991695,370.61766921967,NA,NA
"surprise+","recency",19,66.4386265975606,-4.98605577317682,-44.1309251772828,-9.99999999787654,370.636692686729,NA,NA
"surprise+","recency",20,125.752508933145,5.24689666532699,8.49063295512135,-9.85627509411249,44.598062132199,NA,NA
"surprise+","recency",20,120.497966087547,3.48358499831901,-3.37060415455699,-0.133628383460057,-640.051381754719,NA,NA
"surprise+","recency",20,121.216174749412,3.46884611450457,-0.583049826180097,-0.330769124145311,-19.1930859006579,NA,NA
"surprise+","recency",20,119.155094941005,3.37207245478599,-0.407732347064259,0.370881785993963,-30.6712593883276,NA,NA
"surprise+","recency",20,119.80814204854,3.38453614743382,-0.626313972753973,-0.0122295692644481,-27.9895585847655,NA,NA
"surprise+","recency",20,119.502916086247,3.32000129981728,-2.32286910006174,-3.98046918918235,805.932330074804,NA,NA
"surprise+","recency",20,121.158242946279,2.14618730061647,-15.6541238009919,0.0134516219122253,9.64349224492973,NA,NA
"surprise+","recency",21,118.642285993359,0.856664376286246,1.68431362481917,0.990725397602898,-262.40846725438,NA,NA
"surprise+","recency",21,117.458713007466,1.32901572152211,4.55278755897096,3.40099139491239,-839.099841882638,NA,NA
"surprise+","recency",21,121.093526149932,0.968784994069764,1.24288762776751,0.412255472585439,-725.066099609458,NA,NA
"surprise+","recency",21,117.851308127365,0.923284157650384,0.894493581110717,0.274569324846434,-179.02690925415,NA,NA
"surprise+","recency",21,117.940295222743,0.871690575410137,1.32747924142012,0.641192753644095,-20.1504393263408,NA,NA
"surprise+","recency",21,117.310075569758,0.97487979547837,1.57887807436598,0.856923825088811,-742.993841333377,NA,NA
"surprise+","recency",21,117.707979281034,0.814682792187204,1.31599412821445,0.684345709680491,-984.353864186864,NA,NA
"surprise+","recency",22,121.033059473682,1.13562010243016,3.1362168282044,2.82308060745628,167.110007357333,NA,NA
"surprise+","recency",22,118.934995336276,0.658210441762532,3.27532632847367,3.39933401741153,15.7263879664242,NA,NA
"surprise+","recency",22,120.321263640475,1.08600195084128,4.6927745913635,3.92842644260965,11.2096911690064,NA,NA
"surprise+","recency",22,120.919763713257,0.552857525549851,3.40689150962028,3.29855795416119,9.26228411735946,NA,NA
"surprise+","recency",22,120.694760118994,2.97531556673823,5.6616370834456,3.87263705515761,94.852050306578,NA,NA
"surprise+","recency",22,121.710985997185,1.99866624749899,7.09524454537495,3.86026089263895,-25.5801305746822,NA,NA
"surprise+","recency",22,121.654796381386,2.2820685713088,8.41261352728684,3.65573729756842,-8.67310951018533,NA,NA
"surprise+","recency",23,119.521327759446,2.0531052207438,10.0580269957862,-7.15511166322147,-14.1051989151563,NA,NA
"surprise+","recency",23,119.914888478936,3.79505143278096,-1.31399937034408,-2.40198846753142,198.720762432395,NA,NA
"surprise+","recency",23,120.506610794219,1.69003991474806,-14.7256974698971,-0.384612032654521,115.788130457155,NA,NA
"surprise+","recency",23,119.726027193636,7.39035136099429,11.1471600318819,-8.87860973001939,-475.804596951116,NA,NA
"surprise+","recency",23,120.095108054811,4.33453363960108,-0.958889417113551,-2.40893063230827,171.644331742693,NA,NA
"surprise+","recency",23,119.74590712792,8.29541911836714,11.1842618351802,-2.83762492705137,-279.252045476256,NA,NA
"surprise+","recency",23,126.38399052126,-4.81395394286352,3.91197960199828,-1.31703542996031,387.899731914525,NA,NA
"surprise+","recency",24,110.257934303451,-0.18975901863647,0.712079509304931,-1.78231217479914,-747.109452864398,NA,NA
"surprise+","recency",24,112.736017543883,-0.251729495425224,0.968900315482916,-1.80353515772956,-416.297113967171,NA,NA
"surprise+","recency",24,112.3901541132,-0.127250877736171,1.06563547712578,-1.34766475970138,-141.545991253909,NA,NA
"surprise+","recency",24,111.475852230333,-0.259115742671321,0.874920842248904,-1.85817365679448,-38.7792661266191,NA,NA
"surprise+","recency",24,112.261954761516,-0.202402138433649,1.14299493225391,-1.47231822884085,-9.22031766126849,NA,NA
"surprise+","recency",24,111.640822018745,-0.223383718821141,0.977670888935296,-1.68180888925864,-601.656900052403,NA,NA
"surprise+","recency",24,114.485842485528,-0.22202693315059,0.804353087735315,-1.90624987681605,-10.6847449205816,NA,NA
"surprise+","recency",25,126.864923249021,-1.44287138430029,2.37757652883539,-9.65550533720242,439.291811545911,NA,NA
"surprise+","recency",25,119.65339444891,1.39285473350079,5.32640708050247,-9.36419643940881,828.852118745511,NA,NA
"surprise+","recency",25,120.745035856715,8.27131248605079,6.73217538793078,-0.0402833597058747,-185.164188337323,NA,NA
"surprise+","recency",25,119.655291777442,-2.77061889513795,3.91017713866321,-8.40368199274616,564.487604103333,NA,NA
"surprise+","recency",25,120.410242943727,0.952822226663296,2.97806658441283,3.38260351038533,-119.989958965948,NA,NA
"surprise+","recency",25,119.416001139183,4.80354012575,8.6636138483882,3.26204790726751,-524.896420310472,NA,NA
"surprise+","recency",25,121.6119669345,7.66436844270636,-42.6104741561284,-4.06763207633048,22.5605650844304,NA,NA
"surprise+","recency",26,66.4386266301065,-9.44314394297863,-48.8260922998031,-9.99999999724094,-470.062591360737,NA,NA
"surprise+","recency",26,66.4386265609172,-2.48823545205529,-49.3292568264968,-9.99999999859216,-707.459680661779,NA,NA
"surprise+","recency",26,66.4386266127722,-9.07241495045353,-46.6049001557306,-9.99999999757947,-302.933723310528,NA,NA
"surprise+","recency",26,0.029982014387056,-3.15657716303852,-49.1263401056308,-9.99999999983647,206.967713311315,NA,NA
"surprise+","recency",26,66.438626658252,-3.48597027956925,-46.3835389900879,-9.99999999669127,598.482725881326,NA,NA
"surprise+","recency",26,0.029982014387056,-4.89613073161864,-46.6481491975185,-9.99999999836638,-652.740364944032,NA,NA
"surprise+","recency",26,0.029982014387056,-3.45162605413543,-47.522624360157,-9.9999999935876,501.526932686309,NA,NA
"surprise+","recency",27,106.514662217185,1.08085824149861,-39.6692541434775,-2.84194965587012,922.607201410034,NA,NA
"surprise+","recency",27,119.882571688868,-0.106075057795659,-13.6269008221502,-2.37479307172352,-199.278403963424,NA,NA
"surprise+","recency",27,119.88026668682,-0.118720224568221,-15.6315968218902,-2.37621262670762,10.7386139815566,NA,NA
"surprise+","recency",27,119.616417684701,-0.119952156090111,-12.4608658524175,-2.38221437383791,-472.107437107534,NA,NA
"surprise+","recency",27,127.899377604635,-0.235301490090867,-13.4886648620685,-2.53868141853297,-2.79198975312251,NA,NA
"surprise+","recency",27,122.952381824358,0.987482522035213,-11.7392901064057,-2.91872876093262,834.385906230764,NA,NA
"surprise+","recency",27,75.1821713123614,2.7702740665013,-25.6069905464889,-5.1088187351458,925.426365807652,NA,NA
"surprise+","recency",28,123.946220228575,2.95764702823368,5.42444648104157,2.74308454356147,-832.58180408161,NA,NA
"surprise+","recency",28,119.611937157973,3.03381889495131,5.01324736916206,3.70819163157741,228.335868237674,NA,NA
"surprise+","recency",28,120.026422886592,4.80802747935266,6.91124890091488,3.78810866542096,70.8867513941197,NA,NA
"surprise+","recency",28,119.179621833441,5.30739824976905,7.07220316360731,3.84661804914933,322.836335117405,NA,NA
"surprise+","recency",28,118.748422483386,3.70552692694203,5.65983875763173,4.13862617495406,134.293458368775,NA,NA
"surprise+","recency",28,122.703008877006,2.73710459295075,4.71327605567631,3.81560983974156,185.128578356254,NA,NA
"surprise+","recency",28,119.444193962477,0.494114113204444,4.55357671511007,-6.17860570084304,122.44612325307,NA,NA
"surprise+","recency",29,121.188840312511,-6.96632855935371,-1.79488855257873,-1.45820976233665,19.0002194936382,NA,NA
"surprise+","recency",29,120.301822526568,-7.57493469426142,-1.88559181216766,-1.3141150417829,18.7560754694938,NA,NA
"surprise+","recency",29,119.703553492883,-0.373912564300245,-49.4812000767347,-1.10416908154247,194.347942016216,NA,NA
"surprise+","recency",29,119.913507343121,-2.06434025358777,-2.91070203716857,-0.821525771649337,20.2214619086507,NA,NA
"surprise+","recency",29,119.59216637409,-3.6092415809455,-2.10698367164984,-1.20687149096966,17.3399382022554,NA,NA
"surprise+","recency",29,127.312681955613,-1.46684997213392,-0.337673503666311,-9.95430331726484,879.148189402286,NA,NA
"surprise+","recency",29,120.525957390938,-0.473985656156819,-34.4841680911969,-1.38958817589783,159.44474663145,NA,NA
"surprise+","recency",30,120.060849276034,-1.94451254509768,-28.8394618516008,-0.333354086110512,-3.19605795307155,NA,NA
"surprise+","recency",30,119.792972233295,4.25185452317461,10.7635118765756,-7.04242178106601,-426.852575037628,NA,NA
"surprise+","recency",30,119.238815877388,3.26815072447062,10.5156357308425,-8.89277312393083,-408.440611886952,NA,NA
"surprise+","recency",30,119.91657131635,-1.52669572000498,-20.5174381759331,-0.325415230934364,10.0290039005225,NA,NA
"surprise+","recency",30,119.924657962792,-1.92165904863638,-27.8099593074991,-0.288698617881259,-3.51011587782646,NA,NA
"surprise+","recency",30,119.908781274536,-1.79026094166703,-22.3418858833611,-0.213411683081505,-3.48909219019046,NA,NA
"surprise+","recency",30,119.842346074207,-1.74531500273445,-33.9332933065547,-0.0741154771257896,-5.27895324158371,NA,NA
"surprise+","surprise+",1,121.276259836916,2.34451319726618,0.890702611807858,0.648891350965449,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",1,122.052162860988,5.45630454430199,2.02388592558222,-1.16737036972073,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",1,120.528816653123,-3.06429388059331,-38.0928897454435,-0.991365871773884,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",1,120.107690437739,-6.14848111641617,-21.7225436060555,-1.10267393814171,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",1,126.427233186248,3.29418761161636,2.31635347524758,0.00819988762961743,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",1,119.996523198839,6.126875304359,0.0998170697027962,-3.27652513183576,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",1,121.53185911446,-2.2677909146307,-27.7936807739359,-1.34001053297389,NA,181.53806849672,-0.311619073290712
"surprise+","surprise+",2,119.302693686419,0.406181879495684,9.59223027639055,1.45714028703976,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",2,122.703850959546,1.38544308124885,0.105657312338929,0.127109805426001,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",2,119.285506686595,-1.39543048571795,9.55159183844108,1.97518383180661,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",2,121.349342248197,1.19681837875125,-1.00439635567537,0.0472394558019603,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",2,119.547933549659,-2.83900669831957,8.32925347068687,3.87737523040936,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",2,122.17905678876,5.63852046616375,-18.1161663663022,-8.40807416718453,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",2,119.89205152542,9.00251228362322,-20.2583226166524,-9.3425088811142,NA,-199.151079625889,-3.383665053362
"surprise+","surprise+",3,120.291321620371,1.7077166912096,-0.260326499645053,-0.173178472655432,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",3,120.039566242593,3.14599132165313,-37.2743824962527,-0.2072261890275,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",3,120.65030646568,3.24599393623748,5.79253879786186,3.91195353121855,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",3,119.821160930177,3.87313956832841,8.35840041137189,3.55955693929317,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",3,122.96350481881,6.41234145925504,-40.775313450403,-0.975388750928045,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",3,121.316052691775,4.40919867148743,9.01715364174049,3.45397950472102,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",3,120.840548208061,3.00976431462914,-22.6965990889444,-1.83591559375427,NA,99.8308304645024,-5.23378976014811
"surprise+","surprise+",4,123.517182790218,4.99689931280982,8.38971270349098,2.6069532014104,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",4,120.495247335522,6.4839401608333,-4.32225985782286,-3.9716908554573,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",4,121.913369198432,5.71253255453793,-16.9891498524498,-3.69254072700468,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",4,122.16431859253,6.61687873030628,8.2023409635014,2.8105958457959,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",4,120.281297045129,5.04190380991432,-1.19958189573229,-4.02560852409554,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",4,120.803345096621,6.12839753486814,-0.0950789941406107,-4.52919275101733,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",4,120.845720064363,4.6708879496419,7.79025543665018,3.02482617790092,NA,-150.41200020358,2.770894893478
"surprise+","surprise+",5,0.029982014387056,-2.55512300951196,-49.6596693253694,-9.99999984184324,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",5,0.029982014387056,-4.62536072980963,-45.53020937083,-9.9999999903687,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",5,66.4386270214051,-7.9637044458382,-46.835348899314,-9.99999998959912,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",5,0.029982014387056,-7.86341202098502,-46.9833152834097,-9.9999998002222,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",5,66.43862707894,-5.12368414605365,-42.8886886229882,-9.9999999884755,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",5,66.4386286747418,-5.94235964363106,-49.5618978557567,-9.99999995731049,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",5,0.029982014387056,-5.40859071647751,-48.7554420864334,-9.99999991012846,NA,897.878835909069,-5.91831867780713
"surprise+","surprise+",6,119.894763639919,3.94460051413625,-49.7408800219518,-6.77416196691353,NA,934.391646904682,3.19927871227264
"surprise+","surprise+",6,119.888961582364,-0.891730877474638,-6.11797088381399,-2.62025293423739,NA,934.391646904682,3.19927871227264
"surprise+","surprise+",6,119.893282277181,-1.18949433190108,-47.8212420542316,-2.72496180456716,NA,934.391646904682,3.19927871227264
"surprise+","surprise+",6,125.740575183884,-0.95754677669703,3.3059305107474,-5.79032776653436,NA,934.391646904682,3.19927871227264
"surprise+","surprise+",6,126.532436031495,-7.01635424856192,-3.52388477805564,-3.8172226072617,NA,934.391646904682,3.19927871227264
"surprise+","surprise+",6,119.479558525793,4.36558511724063,10.7651014454074,-7.71311956405572,NA,934.391646904682,3.19927871227264
