"UID","scenario","env","x","y","est","conf"
1,"Baseline Condition",12,3,4,58,4
1,"Baseline Condition",12,4,1,40,4
1,"Baseline Condition",12,10,9,28,1
1,"Baseline Condition",12,7,6,48,2
1,"Baseline Condition",12,3,5,68,6
1,"Baseline Condition",12,8,10,37,1
1,"Baseline Condition",12,5,0,38,1
1,"Baseline Condition",12,8,6,37,3
1,"Baseline Condition",12,1,7,55,5
1,"Baseline Condition",12,6,4,35,3
2,"Memory Condition",12,0,10,25,2
2,"Memory Condition",12,9,6,35,2
2,"Memory Condition",12,1,6,50,4
2,"Memory Condition",12,6,1,28,2
2,"Memory Condition",12,2,6,65,7
2,"Memory Condition",12,9,9,40,2
2,"Memory Condition",12,0,6,30,4
2,"Memory Condition",12,10,7,22,2
2,"Memory Condition",12,10,6,14,2
2,"Memory Condition",12,8,0,50,2
4,"Memory Condition",8,4,1,24,6
4,"Memory Condition",8,8,8,65,8
4,"Memory Condition",8,0,5,33,4
4,"Memory Condition",8,5,9,21,7
4,"Memory Condition",8,1,3,23,6
4,"Memory Condition",8,6,8,19,6
4,"Memory Condition",8,10,1,56,4
4,"Memory Condition",8,9,4,58,7
4,"Memory Condition",8,6,7,20,6
4,"Memory Condition",8,3,9,5,6
7,"Baseline Condition",16,8,10,32,3
7,"Baseline Condition",16,0,3,66,6
7,"Baseline Condition",16,9,4,42,4
7,"Baseline Condition",16,5,5,47,6
7,"Baseline Condition",16,1,6,44,6
7,"Baseline Condition",16,2,1,67,6
7,"Baseline Condition",16,8,8,38,3
7,"Baseline Condition",16,4,4,50,7
7,"Baseline Condition",16,6,3,41,4
7,"Baseline Condition",16,10,5,47,4
9,"Baseline Condition",17,2,6,47,6
9,"Baseline Condition",17,10,2,37,4
9,"Baseline Condition",17,0,3,32,6
9,"Baseline Condition",17,0,0,7,6
9,"Baseline Condition",17,5,5,19,7
9,"Baseline Condition",17,7,8,25,6
9,"Baseline Condition",17,3,2,9,6
9,"Baseline Condition",17,6,7,30,6
9,"Baseline Condition",17,1,10,41,6
9,"Baseline Condition",17,4,1,29,6
10,"Memory Condition",10,3,5,50,2
10,"Memory Condition",10,2,7,56,4
10,"Memory Condition",10,4,4,36,3
10,"Memory Condition",10,0,5,36,2
10,"Memory Condition",10,9,0,27,4
10,"Memory Condition",10,3,7,41,4
10,"Memory Condition",10,5,10,49,4
10,"Memory Condition",10,0,2,32,3
10,"Memory Condition",10,1,4,40,4
10,"Memory Condition",10,7,4,30,2
13,"Baseline Condition",5,2,2,45,4
13,"Baseline Condition",5,3,6,37,0
13,"Baseline Condition",5,10,3,38,0
13,"Baseline Condition",5,3,3,51,2
13,"Baseline Condition",5,8,6,21,0
13,"Baseline Condition",5,1,2,48,1
13,"Baseline Condition",5,1,10,48,1
13,"Baseline Condition",5,10,0,40,1
13,"Baseline Condition",5,3,8,30,0
13,"Baseline Condition",5,1,7,42,1
14,"Memory Condition",10,4,0,54,7
14,"Memory Condition",10,5,6,25,2
14,"Memory Condition",10,3,0,54,7
14,"Memory Condition",10,3,1,51,5
14,"Memory Condition",10,6,0,32,2
14,"Memory Condition",10,10,10,40,4
14,"Memory Condition",10,2,3,34,4
14,"Memory Condition",10,3,4,30,3
14,"Memory Condition",10,7,9,42,2
14,"Memory Condition",10,6,3,28,3
15,"Baseline Condition",10,9,8,30,6
15,"Baseline Condition",10,10,7,21,6
15,"Baseline Condition",10,6,0,56,6
15,"Baseline Condition",10,4,4,68,6
15,"Baseline Condition",10,0,4,49,6
15,"Baseline Condition",10,7,8,34,6
15,"Baseline Condition",10,8,3,33,4
15,"Baseline Condition",10,5,7,34,4
15,"Baseline Condition",10,10,0,12,4
15,"Baseline Condition",10,7,4,28,4
16,"Memory Condition",13,1,7,39,5
16,"Memory Condition",13,3,2,41,5
16,"Memory Condition",13,4,6,39,5
16,"Memory Condition",13,10,6,34,5
16,"Memory Condition",13,7,4,39,5
16,"Memory Condition",13,3,3,37,5
16,"Memory Condition",13,1,8,36,5
16,"Memory Condition",13,7,3,26,5
16,"Memory Condition",13,4,9,41,5
16,"Memory Condition",13,1,4,38,5
20,"Memory Condition",19,3,2,32,2
20,"Memory Condition",19,6,10,31,3
20,"Memory Condition",19,10,8,40,7
20,"Memory Condition",19,8,1,44,7
20,"Memory Condition",19,0,0,33,5
20,"Memory Condition",19,5,1,36,4
20,"Memory Condition",19,8,6,54,6
20,"Memory Condition",19,0,9,32,5
20,"Memory Condition",19,7,7,44,6
20,"Memory Condition",19,6,8,39,6
22,"Memory Condition",19,9,10,19,3
22,"Memory Condition",19,6,4,38,3
22,"Memory Condition",19,8,8,37,3
22,"Memory Condition",19,7,10,25,2
22,"Memory Condition",19,0,6,20,2
22,"Memory Condition",19,8,4,36,2
22,"Memory Condition",19,1,4,35,3
22,"Memory Condition",19,10,5,19,3
22,"Memory Condition",19,10,6,21,2
22,"Memory Condition",19,3,3,25,2
25,"Baseline Condition",11,5,2,20,2
25,"Baseline Condition",11,10,3,51,2
25,"Baseline Condition",11,5,9,42,4
25,"Baseline Condition",11,10,8,13,2
25,"Baseline Condition",11,1,10,39,3
25,"Baseline Condition",11,4,9,43,2
25,"Baseline Condition",11,4,3,24,3
25,"Baseline Condition",11,1,2,18,2
25,"Baseline Condition",11,8,8,29,2
25,"Baseline Condition",11,7,0,9,0
26,"Memory Condition",2,1,3,74,7
26,"Memory Condition",2,1,7,53,6
26,"Memory Condition",2,9,10,55,6
26,"Memory Condition",2,2,0,58,6
26,"Memory Condition",2,3,7,58,6
26,"Memory Condition",2,9,0,38,4
26,"Memory Condition",2,0,2,69,6
26,"Memory Condition",2,10,7,60,6
26,"Memory Condition",2,7,2,57,7
26,"Memory Condition",2,1,10,66,8
27,"Baseline Condition",18,1,4,40,6
27,"Baseline Condition",18,8,6,71,6
27,"Baseline Condition",18,9,3,19,4
27,"Baseline Condition",18,2,10,40,5
27,"Baseline Condition",18,2,9,46,6
27,"Baseline Condition",18,6,5,33,4
27,"Baseline Condition",18,2,3,18,1
27,"Baseline Condition",18,5,2,30,0
27,"Baseline Condition",18,7,2,28,4
27,"Baseline Condition",18,2,7,46,6
28,"Memory Condition",4,5,5,32,7
28,"Memory Condition",4,9,2,40,7
28,"Memory Condition",4,9,3,55,6
28,"Memory Condition",4,6,2,39,8
28,"Memory Condition",4,2,4,16,8
28,"Memory Condition",4,6,8,12,9
28,"Memory Condition",4,1,10,24,7
28,"Memory Condition",4,8,9,29,6
28,"Memory Condition",4,9,4,49,6
28,"Memory Condition",4,0,5,32,8
29,"Baseline Condition",15,2,10,36,7
29,"Baseline Condition",15,0,1,21,6
29,"Baseline Condition",15,8,2,17,4
29,"Baseline Condition",15,4,4,48,6
29,"Baseline Condition",15,6,10,40,6
29,"Baseline Condition",15,9,2,18,6
29,"Baseline Condition",15,2,2,34,6
29,"Baseline Condition",15,4,10,50,6
29,"Baseline Condition",15,5,2,37,6
29,"Baseline Condition",15,10,10,78,4
30,"Memory Condition",7,6,7,32,8
30,"Memory Condition",7,5,5,21,8
30,"Memory Condition",7,2,1,46,7
30,"Memory Condition",7,0,5,35,8
30,"Memory Condition",7,8,1,45,7
30,"Memory Condition",7,1,4,34,7
30,"Memory Condition",7,6,1,30,7
30,"Memory Condition",7,8,6,50,7
30,"Memory Condition",7,3,7,36,7
30,"Memory Condition",7,1,7,36,7
32,"Memory Condition",14,0,4,81,8
32,"Memory Condition",14,3,9,62,7
32,"Memory Condition",14,3,8,73,10
32,"Memory Condition",14,8,0,31,10
32,"Memory Condition",14,4,0,62,8
32,"Memory Condition",14,4,1,24,9
32,"Memory Condition",14,5,2,70,9
32,"Memory Condition",14,5,4,23,7
32,"Memory Condition",14,5,3,38,7
32,"Memory Condition",14,10,7,64,8
33,"Baseline Condition",7,9,8,54,8
33,"Baseline Condition",7,1,8,52,3
33,"Baseline Condition",7,1,0,21,4
33,"Baseline Condition",7,7,4,31,7
33,"Baseline Condition",7,3,7,18,7
33,"Baseline Condition",7,10,8,48,7
33,"Baseline Condition",7,4,5,38,6
33,"Baseline Condition",7,7,3,23,7
33,"Baseline Condition",7,0,6,23,2
33,"Baseline Condition",7,0,4,13,2
34,"Memory Condition",1,0,8,37,4
34,"Memory Condition",1,8,6,22,3
34,"Memory Condition",1,9,8,16,4
34,"Memory Condition",1,8,1,11,6
34,"Memory Condition",1,6,9,13,4
34,"Memory Condition",1,1,4,47,3
34,"Memory Condition",1,4,1,32,6
34,"Memory Condition",1,9,9,22,4
34,"Memory Condition",1,10,2,18,4
34,"Memory Condition",1,6,8,39,4
35,"Baseline Condition",13,10,5,49,6
35,"Baseline Condition",13,9,7,30,3
35,"Baseline Condition",13,6,9,19,1
35,"Baseline Condition",13,8,2,60,8
35,"Baseline Condition",13,3,6,30,2
35,"Baseline Condition",13,6,0,29,6
35,"Baseline Condition",13,10,7,30,3
35,"Baseline Condition",13,3,10,51,2
35,"Baseline Condition",13,5,10,45,4
35,"Baseline Condition",13,7,6,42,6
37,"Baseline Condition",7,5,9,27,1
37,"Baseline Condition",7,0,10,13,2
37,"Baseline Condition",7,6,9,31,3
37,"Baseline Condition",7,9,8,41,2
37,"Baseline Condition",7,3,6,18,2
37,"Baseline Condition",7,2,0,9,2
37,"Baseline Condition",7,1,2,23,3
37,"Baseline Condition",7,6,7,33,3
37,"Baseline Condition",7,7,2,31,3
37,"Baseline Condition",7,5,5,40,3
39,"Baseline Condition",8,1,5,21,3
39,"Baseline Condition",8,9,3,56,3
39,"Baseline Condition",8,2,6,20,3
39,"Baseline Condition",8,1,6,18,3
39,"Baseline Condition",8,1,2,55,3
39,"Baseline Condition",8,1,8,63,1
39,"Baseline Condition",8,5,3,31,3
39,"Baseline Condition",8,10,3,54,4
39,"Baseline Condition",8,10,10,27,3
39,"Baseline Condition",8,10,4,47,4
40,"Memory Condition",1,0,3,62,6
40,"Memory Condition",1,8,0,21,5
40,"Memory Condition",1,9,4,39,4
40,"Memory Condition",1,3,1,49,3
40,"Memory Condition",1,6,9,36,4
40,"Memory Condition",1,10,6,42,1
40,"Memory Condition",1,4,9,42,0
40,"Memory Condition",1,5,9,41,0
40,"Memory Condition",1,2,2,53,3
40,"Memory Condition",1,5,8,37,0
41,"Baseline Condition",11,4,3,69,7
41,"Baseline Condition",11,4,10,26,2
41,"Baseline Condition",11,3,7,37,3
41,"Baseline Condition",11,2,9,44,4
41,"Baseline Condition",11,5,7,52,4
41,"Baseline Condition",11,5,6,54,4
41,"Baseline Condition",11,0,6,7,2
41,"Baseline Condition",11,4,9,40,3
41,"Baseline Condition",11,3,3,50,6
41,"Baseline Condition",11,8,3,65,6
42,"Memory Condition",15,3,10,34,5
42,"Memory Condition",15,2,6,34,6
42,"Memory Condition",15,5,6,25,6
42,"Memory Condition",15,3,4,25,6
42,"Memory Condition",15,1,8,23,5
42,"Memory Condition",15,4,0,50,4
42,"Memory Condition",15,3,1,40,5
42,"Memory Condition",15,1,3,21,6
42,"Memory Condition",15,6,7,39,7
42,"Memory Condition",15,9,2,20,6
43,"Baseline Condition",18,6,5,82,4
43,"Baseline Condition",18,10,0,25,7
43,"Baseline Condition",18,4,2,56,4
43,"Baseline Condition",18,3,0,24,7
43,"Baseline Condition",18,10,8,79,10
43,"Baseline Condition",18,0,3,30,8
43,"Baseline Condition",18,7,10,72,9
43,"Baseline Condition",18,10,9,72,8
43,"Baseline Condition",18,10,3,66,7
43,"Baseline Condition",18,0,2,32,8
44,"Memory Condition",5,0,1,35,6
44,"Memory Condition",5,0,3,50,6
44,"Memory Condition",5,10,10,14,4
44,"Memory Condition",5,8,5,60,4
44,"Memory Condition",5,1,1,33,6
44,"Memory Condition",5,2,10,52,3
44,"Memory Condition",5,2,5,70,4
44,"Memory Condition",5,5,8,61,3
44,"Memory Condition",5,10,2,26,3
44,"Memory Condition",5,0,8,62,3
45,"Baseline Condition",9,0,8,33,2
45,"Baseline Condition",9,9,5,36,4
45,"Baseline Condition",9,10,4,37,4
45,"Baseline Condition",9,5,2,42,4
45,"Baseline Condition",9,0,2,26,4
45,"Baseline Condition",9,8,6,37,4
45,"Baseline Condition",9,8,4,34,4
45,"Baseline Condition",9,0,10,48,4
45,"Baseline Condition",9,4,8,52,4
45,"Baseline Condition",9,3,5,36,4
46,"Memory Condition",15,2,4,27,6
46,"Memory Condition",15,6,8,37,7
46,"Memory Condition",15,5,3,50,6
46,"Memory Condition",15,9,0,32,6
46,"Memory Condition",15,4,9,55,3
46,"Memory Condition",15,4,7,52,4
46,"Memory Condition",15,0,0,33,6
46,"Memory Condition",15,2,2,47,6
46,"Memory Condition",15,0,6,20,2
46,"Memory Condition",15,4,2,51,6
47,"Baseline Condition",7,9,5,42,0
47,"Baseline Condition",7,4,2,38,0
47,"Baseline Condition",7,10,3,22,0
47,"Baseline Condition",7,10,4,33,0
47,"Baseline Condition",7,2,7,17,0
47,"Baseline Condition",7,5,6,40,0
47,"Baseline Condition",7,7,5,24,0
47,"Baseline Condition",7,5,2,30,0
47,"Baseline Condition",7,0,9,34,0
47,"Baseline Condition",7,0,0,37,0
49,"Baseline Condition",13,9,10,39,6
49,"Baseline Condition",13,2,2,54,7
49,"Baseline Condition",13,1,6,24,8
49,"Baseline Condition",13,0,8,14,8
49,"Baseline Condition",13,8,9,36,8
49,"Baseline Condition",13,1,10,32,9
49,"Baseline Condition",13,9,6,38,7
49,"Baseline Condition",13,8,7,40,8
49,"Baseline Condition",13,5,10,48,6
49,"Baseline Condition",13,10,9,52,9
50,"Memory Condition",5,3,0,26,4
50,"Memory Condition",5,1,1,30,6
50,"Memory Condition",5,4,4,42,6
50,"Memory Condition",5,9,4,11,6
50,"Memory Condition",5,0,3,60,6
50,"Memory Condition",5,9,5,23,4
50,"Memory Condition",5,1,2,70,6
50,"Memory Condition",5,5,10,71,6
50,"Memory Condition",5,1,10,20,3
50,"Memory Condition",5,0,10,14,4
52,"Memory Condition",17,9,0,25,7
52,"Memory Condition",17,3,0,30,6
52,"Memory Condition",17,7,0,20,7
52,"Memory Condition",17,6,5,55,6
52,"Memory Condition",17,10,3,36,6
52,"Memory Condition",17,0,7,60,6
52,"Memory Condition",17,1,0,38,7
52,"Memory Condition",17,0,2,40,7
52,"Memory Condition",17,0,1,51,7
52,"Memory Condition",17,6,3,52,6
53,"Baseline Condition",14,3,10,18,7
53,"Baseline Condition",14,9,7,11,6
53,"Baseline Condition",14,5,9,24,4
53,"Baseline Condition",14,9,5,13,4
53,"Baseline Condition",14,7,0,28,4
53,"Baseline Condition",14,8,8,17,6
53,"Baseline Condition",14,7,4,18,4
53,"Baseline Condition",14,8,0,17,4
53,"Baseline Condition",14,4,3,32,6
53,"Baseline Condition",14,4,2,34,6
54,"Memory Condition",10,8,2,55,6
54,"Memory Condition",10,10,6,71,4
54,"Memory Condition",10,5,7,36,10
54,"Memory Condition",10,3,0,81,7
54,"Memory Condition",10,4,0,75,8
54,"Memory Condition",10,4,2,36,2
54,"Memory Condition",10,1,3,60,10
54,"Memory Condition",10,6,7,55,10
54,"Memory Condition",10,2,6,57,9
54,"Memory Condition",10,10,8,60,4
55,"Baseline Condition",15,0,0,63,2
55,"Baseline Condition",15,5,7,58,3
55,"Baseline Condition",15,3,10,42,7
55,"Baseline Condition",15,0,7,43,3
55,"Baseline Condition",15,9,7,42,8
55,"Baseline Condition",15,6,0,45,2
55,"Baseline Condition",15,0,8,58,1
55,"Baseline Condition",15,1,2,52,3
55,"Baseline Condition",15,10,8,65,9
55,"Baseline Condition",15,6,9,56,4
56,"Memory Condition",18,9,3,31,3
56,"Memory Condition",18,8,6,13,4
56,"Memory Condition",18,4,9,47,6
56,"Memory Condition",18,0,9,36,4
56,"Memory Condition",18,1,1,15,6
56,"Memory Condition",18,0,8,35,4
56,"Memory Condition",18,7,7,52,6
56,"Memory Condition",18,0,5,32,6
56,"Memory Condition",18,6,3,30,4
56,"Memory Condition",18,6,5,36,4
58,"Memory Condition",2,7,5,60,6
58,"Memory Condition",2,0,2,31,7
58,"Memory Condition",2,1,4,40,6
58,"Memory Condition",2,10,1,68,4
58,"Memory Condition",2,5,3,55,6
58,"Memory Condition",2,4,10,43,3
58,"Memory Condition",2,6,1,52,4
58,"Memory Condition",2,4,7,54,7
58,"Memory Condition",2,8,4,32,6
58,"Memory Condition",2,2,1,16,6
60,"Memory Condition",5,9,5,76,1
60,"Memory Condition",5,6,7,34,8
60,"Memory Condition",5,7,1,77,7
60,"Memory Condition",5,7,9,78,10
60,"Memory Condition",5,3,9,36,10
60,"Memory Condition",5,3,2,77,9
60,"Memory Condition",5,4,8,33,7
60,"Memory Condition",5,2,7,63,8
60,"Memory Condition",5,6,3,30,3
60,"Memory Condition",5,8,6,70,8
61,"Baseline Condition",1,4,9,30,3
61,"Baseline Condition",1,7,4,38,2
61,"Baseline Condition",1,8,6,25,4
61,"Baseline Condition",1,8,4,20,1
61,"Baseline Condition",1,9,4,18,4
61,"Baseline Condition",1,8,0,26,4
61,"Baseline Condition",1,4,6,28,4
61,"Baseline Condition",1,7,0,35,6
61,"Baseline Condition",1,4,0,27,0
61,"Baseline Condition",1,2,7,62,4
62,"Memory Condition",4,9,0,68,7
62,"Memory Condition",4,7,8,30,4
62,"Memory Condition",4,1,3,28,6
62,"Memory Condition",4,8,7,44,6
62,"Memory Condition",4,0,9,15,6
62,"Memory Condition",4,6,5,53,6
62,"Memory Condition",4,9,8,50,4
62,"Memory Condition",4,1,7,19,7
62,"Memory Condition",4,0,5,17,6
62,"Memory Condition",4,2,5,27,4
65,"Baseline Condition",16,3,1,25,6
65,"Baseline Condition",16,8,10,38,7
65,"Baseline Condition",16,2,10,54,2
65,"Baseline Condition",16,10,1,20,7
65,"Baseline Condition",16,5,7,47,7
65,"Baseline Condition",16,1,8,10,8
65,"Baseline Condition",16,3,6,37,7
65,"Baseline Condition",16,1,3,21,7
65,"Baseline Condition",16,6,10,37,6
65,"Baseline Condition",16,1,10,56,2
66,"Memory Condition",8,4,7,26,3
66,"Memory Condition",8,7,9,40,2
66,"Memory Condition",8,0,8,40,6
66,"Memory Condition",8,1,10,20,3
66,"Memory Condition",8,3,2,45,5
66,"Memory Condition",8,4,6,40,3
66,"Memory Condition",8,5,1,30,3
66,"Memory Condition",8,1,5,50,3
66,"Memory Condition",8,8,4,30,2
66,"Memory Condition",8,10,9,49,3
67,"Baseline Condition",14,2,5,46,10
67,"Baseline Condition",14,6,6,39,10
67,"Baseline Condition",14,5,3,42,10
67,"Baseline Condition",14,10,4,19,10
67,"Baseline Condition",14,5,9,34,10
67,"Baseline Condition",14,0,8,30,10
67,"Baseline Condition",14,9,10,32,10
67,"Baseline Condition",14,4,10,34,10
67,"Baseline Condition",14,1,0,58,10
67,"Baseline Condition",14,6,0,39,10
70,"Memory Condition",3,10,3,48,4
70,"Memory Condition",3,4,9,66,4
70,"Memory Condition",3,7,10,61,4
70,"Memory Condition",3,10,10,70,4
70,"Memory Condition",3,10,8,60,4
70,"Memory Condition",3,9,5,54,4
70,"Memory Condition",3,5,3,42,4
70,"Memory Condition",3,10,4,55,4
70,"Memory Condition",3,0,4,52,4
70,"Memory Condition",3,0,10,62,4
71,"Baseline Condition",6,9,2,46,8
71,"Baseline Condition",6,8,6,54,8
71,"Baseline Condition",6,4,10,26,3
71,"Baseline Condition",6,6,7,40,6
71,"Baseline Condition",6,5,6,35,6
71,"Baseline Condition",6,1,2,28,4
71,"Baseline Condition",6,0,3,19,3
71,"Baseline Condition",6,6,0,39,5
71,"Baseline Condition",6,4,0,35,4
71,"Baseline Condition",6,10,7,26,6
74,"Memory Condition",19,8,1,39,7
74,"Memory Condition",19,1,6,42,7
74,"Memory Condition",19,4,2,38,7
74,"Memory Condition",19,6,1,40,7
74,"Memory Condition",19,4,4,44,7
74,"Memory Condition",19,8,8,54,4
74,"Memory Condition",19,1,10,40,6
74,"Memory Condition",19,7,6,50,6
74,"Memory Condition",19,7,0,53,6
74,"Memory Condition",19,9,1,38,6
75,"Baseline Condition",10,10,6,72,3
75,"Baseline Condition",10,0,8,28,3
75,"Baseline Condition",10,5,7,10,3
75,"Baseline Condition",10,1,3,50,8
75,"Baseline Condition",10,6,4,15,6
75,"Baseline Condition",10,5,9,58,6
75,"Baseline Condition",10,5,1,74,8
75,"Baseline Condition",10,1,8,26,7
75,"Baseline Condition",10,6,5,22,2
75,"Baseline Condition",10,8,7,5,0
76,"Memory Condition",10,0,2,66,6
76,"Memory Condition",10,7,7,33,4
76,"Memory Condition",10,7,9,54,6
76,"Memory Condition",10,6,0,32,4
76,"Memory Condition",10,10,10,23,4
76,"Memory Condition",10,6,7,50,6
76,"Memory Condition",10,10,7,39,4
76,"Memory Condition",10,0,7,55,4
76,"Memory Condition",10,1,5,32,4
76,"Memory Condition",10,8,10,44,4
77,"Baseline Condition",11,2,5,38,4
77,"Baseline Condition",11,3,5,41,6
77,"Baseline Condition",11,5,8,34,8
77,"Baseline Condition",11,5,10,32,4
77,"Baseline Condition",11,2,7,48,7
77,"Baseline Condition",11,2,0,22,6
77,"Baseline Condition",11,6,5,37,6
77,"Baseline Condition",11,9,0,25,7
77,"Baseline Condition",11,6,7,36,4
77,"Baseline Condition",11,8,3,43,6
78,"Memory Condition",18,4,4,36,6
78,"Memory Condition",18,10,2,10,6
78,"Memory Condition",18,6,6,54,6
78,"Memory Condition",18,8,10,40,6
78,"Memory Condition",18,2,7,48,6
78,"Memory Condition",18,4,3,29,6
78,"Memory Condition",18,8,0,5,8
78,"Memory Condition",18,0,3,10,9
78,"Memory Condition",18,9,5,25,6
78,"Memory Condition",18,10,1,10,6
79,"Baseline Condition",15,1,9,48,10
79,"Baseline Condition",15,8,10,27,10
79,"Baseline Condition",15,8,0,40,10
79,"Baseline Condition",15,5,5,58,10
79,"Baseline Condition",15,4,1,46,10
79,"Baseline Condition",15,0,5,46,10
79,"Baseline Condition",15,7,5,22,10
79,"Baseline Condition",15,10,9,17,10
79,"Baseline Condition",15,7,10,35,10
79,"Baseline Condition",15,7,2,29,10
81,"Baseline Condition",13,0,4,42,6
81,"Baseline Condition",13,0,6,22,4
81,"Baseline Condition",13,4,7,12,2
81,"Baseline Condition",13,6,0,23,2
81,"Baseline Condition",13,2,0,33,7
81,"Baseline Condition",13,7,9,39,6
81,"Baseline Condition",13,5,10,14,2
81,"Baseline Condition",13,1,5,37,3
81,"Baseline Condition",13,8,7,47,3
81,"Baseline Condition",13,9,6,40,4
82,"Memory Condition",2,3,1,53,4
82,"Memory Condition",2,10,0,24,0
82,"Memory Condition",2,8,3,28,0
82,"Memory Condition",2,10,1,22,0
82,"Memory Condition",2,3,7,35,7
82,"Memory Condition",2,4,0,47,7
82,"Memory Condition",2,7,0,30,0
82,"Memory Condition",2,0,10,12,0
82,"Memory Condition",2,3,8,34,7
82,"Memory Condition",2,8,9,31,6
83,"Baseline Condition",3,10,0,55,2
83,"Baseline Condition",3,5,6,23,2
83,"Baseline Condition",3,1,8,44,2
83,"Baseline Condition",3,4,3,50,2
83,"Baseline Condition",3,9,10,62,2
83,"Baseline Condition",3,2,0,56,1
83,"Baseline Condition",3,4,7,28,1
83,"Baseline Condition",3,10,8,64,2
83,"Baseline Condition",3,0,8,48,2
83,"Baseline Condition",3,9,5,18,1
85,"Baseline Condition",9,7,4,15,3
85,"Baseline Condition",9,3,6,34,6
85,"Baseline Condition",9,2,6,26,4
85,"Baseline Condition",9,5,6,85,0
85,"Baseline Condition",9,4,5,27,6
85,"Baseline Condition",9,9,10,5,3
85,"Baseline Condition",9,3,7,64,7
85,"Baseline Condition",9,9,8,24,7
85,"Baseline Condition",9,9,3,58,7
85,"Baseline Condition",9,5,10,69,1
86,"Memory Condition",2,10,8,23,9
86,"Memory Condition",2,5,2,58,9
86,"Memory Condition",2,1,0,28,7
86,"Memory Condition",2,7,4,38,7
86,"Memory Condition",2,6,0,48,8
86,"Memory Condition",2,8,9,17,8
86,"Memory Condition",2,1,3,49,7
86,"Memory Condition",2,10,7,10,9
86,"Memory Condition",2,9,9,14,8
86,"Memory Condition",2,1,5,34,7
87,"Baseline Condition",3,6,8,52,10
87,"Baseline Condition",3,9,3,57,7
87,"Baseline Condition",3,6,4,49,7
87,"Baseline Condition",3,3,8,55,8
87,"Baseline Condition",3,0,5,26,9
87,"Baseline Condition",3,1,6,53,6
87,"Baseline Condition",3,5,0,54,8
87,"Baseline Condition",3,2,3,50,7
87,"Baseline Condition",3,3,5,52,7
87,"Baseline Condition",3,4,10,55,7
89,"Baseline Condition",0,1,7,47,3
89,"Baseline Condition",0,1,0,23,3
89,"Baseline Condition",0,7,3,42,6
89,"Baseline Condition",0,5,0,22,4
89,"Baseline Condition",0,3,5,56,3
89,"Baseline Condition",0,5,8,32,2
89,"Baseline Condition",0,7,8,53,7
89,"Baseline Condition",0,7,6,63,8
89,"Baseline Condition",0,5,6,30,3
89,"Baseline Condition",0,5,7,40,6
90,"Memory Condition",4,2,7,23,3
90,"Memory Condition",4,7,5,44,7
90,"Memory Condition",4,4,7,33,2
90,"Memory Condition",4,7,0,44,7
90,"Memory Condition",4,2,3,32,6
90,"Memory Condition",4,8,6,40,6
90,"Memory Condition",4,10,3,32,5
90,"Memory Condition",4,5,2,54,6
90,"Memory Condition",4,10,8,50,0
90,"Memory Condition",4,6,9,32,0
91,"Baseline Condition",17,7,7,18,1
91,"Baseline Condition",17,5,4,38,1
91,"Baseline Condition",17,3,4,52,4
91,"Baseline Condition",17,9,3,12,1
91,"Baseline Condition",17,1,2,30,2
91,"Baseline Condition",17,6,8,30,2
91,"Baseline Condition",17,9,9,18,1
91,"Baseline Condition",17,10,0,14,1
91,"Baseline Condition",17,0,5,58,3
91,"Baseline Condition",17,9,10,20,1
92,"Memory Condition",5,1,1,13,6
92,"Memory Condition",5,5,5,22,6
92,"Memory Condition",5,5,7,11,6
92,"Memory Condition",5,10,6,21,6
92,"Memory Condition",5,1,0,17,6
92,"Memory Condition",5,4,2,38,6
92,"Memory Condition",5,9,1,30,6
92,"Memory Condition",5,3,9,33,2
92,"Memory Condition",5,8,1,52,6
92,"Memory Condition",5,0,6,19,6
93,"Baseline Condition",6,0,0,45,4
93,"Baseline Condition",6,6,9,26,1
93,"Baseline Condition",6,3,7,49,6
93,"Baseline Condition",6,6,5,26,7
93,"Baseline Condition",6,1,8,52,10
93,"Baseline Condition",6,9,9,35,6
93,"Baseline Condition",6,8,2,31,3
93,"Baseline Condition",6,9,10,7,1
93,"Baseline Condition",6,3,9,38,3
93,"Baseline Condition",6,7,7,52,3
94,"Memory Condition",15,7,4,70,4
94,"Memory Condition",15,8,3,34,4
94,"Memory Condition",15,1,5,66,7
94,"Memory Condition",15,0,5,34,3
94,"Memory Condition",15,1,3,23,3
94,"Memory Condition",15,3,10,82,10
94,"Memory Condition",15,1,9,62,7
94,"Memory Condition",15,2,5,28,3
94,"Memory Condition",15,10,2,60,10
94,"Memory Condition",15,7,1,75,9
96,"Memory Condition",12,10,4,32,3
96,"Memory Condition",12,6,7,53,4
96,"Memory Condition",12,1,2,34,3
96,"Memory Condition",12,7,9,54,1
96,"Memory Condition",12,5,5,41,1
96,"Memory Condition",12,0,10,49,1
96,"Memory Condition",12,7,8,35,3
96,"Memory Condition",12,0,7,33,2
96,"Memory Condition",12,10,7,32,2
96,"Memory Condition",12,9,0,28,2
97,"Baseline Condition",16,6,9,35,5
97,"Baseline Condition",16,6,7,29,9
97,"Baseline Condition",16,7,9,34,4
97,"Baseline Condition",16,8,1,45,6
97,"Baseline Condition",16,2,4,36,4
97,"Baseline Condition",16,7,2,33,3
97,"Baseline Condition",16,1,3,40,8
97,"Baseline Condition",16,6,6,27,6
97,"Baseline Condition",16,9,0,34,7
97,"Baseline Condition",16,6,3,35,4
99,"Baseline Condition",3,2,0,29,6
