"UID","scenario","env","x","y","est","conf"
437,"Baseline Condition",0,6,0,44,4
437,"Baseline Condition",0,4,5,31,6
438,"Memory Condition",4,8,7,28,5
438,"Memory Condition",4,6,7,49,6
438,"Memory Condition",4,1,10,22,4
438,"Memory Condition",4,0,6,30,4
438,"Memory Condition",4,10,10,15,2
438,"Memory Condition",4,0,2,16,3
438,"Memory Condition",4,8,2,26,3
438,"Memory Condition",4,1,0,32,4
438,"Memory Condition",4,8,3,19,2
438,"Memory Condition",4,0,3,22,2
439,"Baseline Condition",13,9,5,72,1
439,"Baseline Condition",13,8,5,58,2
439,"Baseline Condition",13,4,0,67,2
439,"Baseline Condition",13,9,3,59,2
439,"Baseline Condition",13,4,7,13,0
439,"Baseline Condition",13,10,4,64,1
439,"Baseline Condition",13,9,4,54,1
439,"Baseline Condition",13,3,7,31,1
439,"Baseline Condition",13,8,4,44,2
439,"Baseline Condition",13,1,7,24,7
440,"Memory Condition",8,4,7,19,7
440,"Memory Condition",8,6,7,32,7
440,"Memory Condition",8,7,3,25,5
440,"Memory Condition",8,9,7,47,8
440,"Memory Condition",8,9,0,59,3
440,"Memory Condition",8,1,10,20,6
440,"Memory Condition",8,0,2,58,3
440,"Memory Condition",8,5,6,47,1
440,"Memory Condition",8,3,1,31,7
440,"Memory Condition",8,7,1,36,3
441,"Baseline Condition",5,10,9,22,4
441,"Baseline Condition",5,1,9,23,4
441,"Baseline Condition",5,3,8,26,4
441,"Baseline Condition",5,5,8,37,3
441,"Baseline Condition",5,2,3,58,4
441,"Baseline Condition",5,2,4,48,4
441,"Baseline Condition",5,10,7,28,3
441,"Baseline Condition",5,8,4,55,2
441,"Baseline Condition",5,4,7,43,3
441,"Baseline Condition",5,5,0,66,4
442,"Memory Condition",2,1,3,32,1
442,"Memory Condition",2,9,7,55,3
442,"Memory Condition",2,7,1,28,7
442,"Memory Condition",2,7,7,25,7
442,"Memory Condition",2,1,2,33,2
442,"Memory Condition",2,7,4,68,4
442,"Memory Condition",2,5,4,60,3
442,"Memory Condition",2,10,2,29,7
442,"Memory Condition",2,9,10,18,3
442,"Memory Condition",2,8,9,24,3
445,"Baseline Condition",19,8,9,40,6
445,"Baseline Condition",19,10,0,28,6
445,"Baseline Condition",19,9,6,34,6
445,"Baseline Condition",19,10,10,41,4
445,"Baseline Condition",19,7,0,26,4
445,"Baseline Condition",19,1,4,30,4
445,"Baseline Condition",19,0,2,19,6
445,"Baseline Condition",19,0,10,35,6
445,"Baseline Condition",19,8,3,40,6
445,"Baseline Condition",19,3,1,33,6
446,"Memory Condition",9,5,6,32,4
446,"Memory Condition",9,4,9,68,7
446,"Memory Condition",9,2,4,13,6
446,"Memory Condition",9,9,9,57,7
446,"Memory Condition",9,8,6,48,6
446,"Memory Condition",9,6,7,49,6
446,"Memory Condition",9,3,3,29,5
446,"Memory Condition",9,6,2,24,4
446,"Memory Condition",9,7,3,35,4
446,"Memory Condition",9,8,8,53,6
447,"Baseline Condition",16,3,0,34,1
447,"Baseline Condition",16,4,0,31,0
447,"Baseline Condition",16,5,1,20,1
447,"Baseline Condition",16,8,0,37,0
447,"Baseline Condition",16,4,9,31,2
447,"Baseline Condition",16,9,2,38,0
447,"Baseline Condition",16,4,10,42,0
447,"Baseline Condition",16,2,0,41,3
447,"Baseline Condition",16,3,5,46,2
447,"Baseline Condition",16,0,3,57,4
449,"Baseline Condition",7,8,4,56,5
449,"Baseline Condition",7,4,9,25,3
449,"Baseline Condition",7,6,1,34,3
449,"Baseline Condition",7,0,0,44,4
449,"Baseline Condition",7,7,2,30,2
449,"Baseline Condition",7,0,3,71,4
449,"Baseline Condition",7,10,2,55,3
449,"Baseline Condition",7,4,1,48,5
449,"Baseline Condition",7,4,6,26,2
449,"Baseline Condition",7,7,8,46,4
451,"Baseline Condition",17,7,6,32,4
451,"Baseline Condition",17,4,6,52,4
451,"Baseline Condition",17,0,7,53,3
451,"Baseline Condition",17,9,3,17,2
451,"Baseline Condition",17,4,1,41,2
451,"Baseline Condition",17,5,4,41,4
451,"Baseline Condition",17,5,0,36,1
451,"Baseline Condition",17,7,0,26,1
451,"Baseline Condition",17,7,2,21,1
451,"Baseline Condition",17,1,4,47,3
452,"Memory Condition",6,3,10,53,4
452,"Memory Condition",6,6,4,42,4
452,"Memory Condition",6,9,7,37,4
452,"Memory Condition",6,6,2,42,4
452,"Memory Condition",6,10,0,40,4
452,"Memory Condition",6,3,0,34,4
452,"Memory Condition",6,2,2,36,4
452,"Memory Condition",6,5,5,50,6
452,"Memory Condition",6,7,2,52,3
452,"Memory Condition",6,6,6,55,4
