"","","par1","par2","par3","par4"
"cv",121.033059473682,1.13562010243016,3.1362168282044,2.82308060745628,167.110007357333
"cv",118.934995336276,0.658210441762532,3.27532632847367,3.39933401741153,15.7263879664242
"cv",120.321263640475,1.08600195084128,4.6927745913635,3.92842644260965,11.2096911690064
"cv",120.919763713257,0.552857525549851,3.40689150962028,3.29855795416119,9.26228411735946
"cv",120.694760118994,2.97531556673823,5.6616370834456,3.87263705515761,94.852050306578
"cv",121.710985997185,1.99866624749899,7.09524454537495,3.86026089263895,-25.5801305746822
"cv",121.654796381386,2.2820685713088,8.41261352728684,3.65573729756842,-8.67310951018533
