"","","par1","par2","par3","par4"
"cv",0.029982014387056,-1.87165771967786,-10.2494389230817,-9.98039600720649,172.747741465676
"cv",0.029982014387056,-7.45358142779292,-17.2241637075834,-8.64990652153588,295.440188670905
"cv",0.029982014387056,-5.85087151507182,-21.7330657956808,-5.45657816953457,539.547439242535
"cv",17.5375307952368,-9.19195578899235,-7.74457385071524,-4.47097816738221,-312.952828762448
"cv",0.029982014387056,-8.25465189069395,-41.6664328604253,-7.00337105629938,990.636389008742
"cv",0.029982014387056,-2.79034879816002,-22.8441357908716,-8.60386594024689,-178.747675274808
"cv",0.029982014387056,-2.64794333572452,-35.20100926499,-6.86190749928114,595.111978705972
