"","","par1","par2","par3","par4"
"cv",66.4386264940097,-5.7247209591992,-47.4088855481743,-9.99999999989882,431.060061477092
"cv",0.029982014387056,-9.8517953340939,-49.2835512889922,-9.99999999957531,-843.217293892869
"cv",0.029982014387056,-3.00081490468597,-45.2520272749264,-9.99999999913505,229.672788615157
"cv",66.4386265350625,-3.23386842695169,-48.3435991015015,-9.99999999909709,-278.272917115325
"cv",66.4386264942634,-3.88384722114159,-47.3019330291394,-9.99999999989387,238.691276405007
"cv",0.029982014387056,-8.31029064688753,-46.9702211744369,-9.99999999905518,232.810566371401
"cv",0.029982014387056,-4.94183564812716,-48.6759338685292,-9.9999999933098,-7.05345919250635
